order_id,order_time,delivery_time,app_session_id,delivery_agent_id,restaurant_id,primary_product_id,delivery_fee_paid,payment_mode,sales_quantity,total_price
4082,"2025-05-18 00:37:48","2025-05-18 01:21:48",4977,1231,196,4383,57,Card,2,501
4083,"2025-05-12 11:27:54","2025-05-12 12:30:54",16477,1838,155,4031,39,Card,2,431
4084,"2025-06-06 04:37:32","2025-06-06 05:54:32",19345,1718,137,3996,26,UPI,5,1326
4085,"2025-05-01 05:42:37","2025-05-01 06:50:37",13197,1853,65,4303,58,UPI,1,263
4086,"2025-04-20 04:01:28","2025-04-20 05:31:28",17863,1340,35,782,35,Cash,1,190
4087,"2024-12-09 00:06:47","2024-12-09 00:54:47",18618,1699,208,1153,54,UPI,4,768
4088,"2024-12-19 19:32:09","2024-12-19 20:08:09",730,1314,275,3748,51,Wallet,2,370
4089,"2025-03-06 20:01:43","2025-03-06 20:50:43",11430,1847,180,3909,21,Wallet,3,784
4090,"2024-08-29 17:48:50","2024-08-29 19:10:50",14351,1599,248,2662,58,Cash,3,695
4091,"2025-02-21 00:46:19","2025-02-21 01:35:19",3198,1524,61,3583,32,Card,1,242
4092,"2025-01-22 21:01:02","2025-01-22 21:38:02",6125,1461,292,1255,22,UPI,1,226
4093,"2024-10-23 14:34:58","2024-10-23 15:03:58",9946,1678,257,529,52,Wallet,3,774
4094,"2024-10-27 17:18:59","2024-10-27 18:46:59",13214,1727,115,4990,60,Wallet,4,992
4095,"2024-11-22 05:42:43","2024-11-22 06:52:43",12773,1428,155,3692,0,Wallet,2,508
4096,"2024-10-09 01:46:16","2024-10-09 02:35:16",14184,1345,193,119,25,Card,3,539
4097,"2025-06-18 22:35:05","2025-06-18 23:40:05",19376,1530,79,651,30,Cash,4,857
4098,"2024-12-06 03:21:33","2024-12-06 04:30:33",13028,1904,80,2896,50,Wallet,5,959
4099,"2025-04-08 02:03:46","2025-04-08 03:11:46",11429,1743,107,2928,23,Cash,1,275
4100,"2024-12-19 16:53:30","2024-12-19 17:52:30",1011,1570,195,3439,42,Cash,2,460
4101,"2025-01-18 20:18:20","2025-01-18 21:32:20",16157,1521,7,4007,26,UPI,5,1099
4102,"2024-11-19 10:42:02","2024-11-19 12:05:02",14131,1107,284,2115,56,Cash,3,694
4103,"2025-04-06 21:14:36","2025-04-06 21:57:36",16953,1601,197,2613,21,UPI,5,1128
4104,"2024-11-15 06:55:03","2024-11-15 08:11:03",11686,1852,82,1745,29,Cash,3,707
4105,"2024-07-04 11:08:59","2024-07-04 12:31:59",2388,1504,190,1983,44,Wallet,4,839
4106,"2024-08-17 06:44:00","2024-08-17 08:08:00",16236,1974,203,3043,0,Wallet,3,804
4107,"2025-03-10 21:21:32","2025-03-10 21:43:32",13420,1317,171,1202,52,UPI,5,925
4108,"2024-10-10 18:23:04","2024-10-10 18:57:04",4442,1346,139,2225,46,Cash,3,698
4109,"2025-04-18 14:50:26","2025-04-18 15:20:26",14792,1126,31,2208,41,UPI,5,1129
4110,"2025-06-05 02:48:17","2025-06-05 03:59:17",16222,1151,91,2153,0,Card,4,907
4111,"2025-04-08 22:33:14","2025-04-08 23:49:14",8402,1617,162,1009,39,Card,3,646
4112,"2024-08-28 01:42:17","2024-08-28 02:11:17",13929,1311,158,2766,58,Wallet,2,414
4113,"2024-09-01 22:59:42","2024-09-01 23:30:42",13652,1885,296,2784,47,Cash,1,224
4114,"2024-08-01 06:10:21","2024-08-01 06:36:21",19324,1222,37,1343,58,Cash,1,177
4115,"2024-11-12 08:54:25","2024-11-12 10:24:25",18043,1326,104,2672,22,Wallet,3,719
4116,"2025-03-13 10:52:30","2025-03-13 12:07:30",897,1830,281,3024,52,Card,2,397
4117,"2025-05-26 15:43:05","2025-05-26 17:03:05",12679,1972,125,1790,27,Card,2,510
4118,"2025-02-11 17:16:40","2025-02-11 18:12:40",2188,1751,19,3753,37,Card,1,261
4119,"2025-03-23 12:27:38","2025-03-23 13:28:38",5082,1472,130,635,36,Cash,1,254
4120,"2025-01-02 10:40:53","2025-01-02 11:17:53",1200,1574,43,4326,50,Card,2,483
4121,"2025-03-23 16:42:58","2025-03-23 17:43:58",9816,2000,280,2989,44,UPI,1,249
4122,"2025-01-15 02:52:37","2025-01-15 03:21:37",3757,1859,151,2199,42,Wallet,2,444
4123,"2025-05-14 06:27:07","2025-05-14 07:23:07",4760,1708,222,535,36,Cash,5,1354
4124,"2024-08-23 18:59:13","2024-08-23 20:29:13",16781,1641,20,1503,38,UPI,1,311
4125,"2025-06-26 06:51:25","2025-06-26 08:01:25",7279,1891,10,3742,60,UPI,1,315
4126,"2024-09-23 20:34:47","2024-09-23 21:08:47",19878,1481,157,4405,0,UPI,2,443
4127,"2025-01-22 19:07:55","2025-01-22 19:30:55",1991,1614,247,1847,60,UPI,5,996
4128,"2024-11-17 23:10:31","2024-11-18 00:05:31",11032,1644,79,2892,31,Cash,5,1091
4129,"2024-11-15 06:22:52","2024-11-15 07:19:52",7061,1385,11,2138,33,Wallet,5,998
4130,"2025-02-05 22:08:30","2025-02-05 23:20:30",8149,1725,207,4564,36,Card,1,262
4131,"2025-05-10 01:05:25","2025-05-10 01:28:25",5992,1064,118,197,22,Card,1,164
4132,"2025-05-01 09:33:22","2025-05-01 10:24:22",5904,1833,67,719,36,Cash,2,330
4133,"2024-07-27 06:56:47","2024-07-27 07:58:47",17077,1799,217,4887,43,UPI,2,411
4134,"2024-10-30 20:06:53","2024-10-30 21:20:53",6465,1978,266,1707,50,Card,5,1202
4135,"2024-11-21 19:36:56","2024-11-21 20:36:56",2541,1143,9,2694,46,Cash,2,456
4136,"2025-03-23 20:38:34","2025-03-23 21:54:34",16853,1423,20,3003,40,UPI,2,552
4137,"2025-01-16 19:03:33","2025-01-16 20:21:33",4979,1238,194,2762,58,Wallet,3,700
4138,"2024-07-24 00:26:58","2024-07-24 01:32:58",19527,1171,219,1045,52,Card,5,1089
4139,"2025-05-11 20:58:16","2025-05-11 21:49:16",8669,1269,146,2037,0,Wallet,4,994
4140,"2025-06-02 03:06:17","2025-06-02 04:01:17",14424,1557,47,460,30,Cash,3,707
4141,"2024-09-04 06:20:51","2024-09-04 07:17:51",11913,1190,271,1402,56,Wallet,1,233
4142,"2024-11-13 16:58:49","2024-11-13 18:10:49",3775,1451,126,365,53,Cash,2,510
4143,"2025-04-24 20:56:05","2025-04-24 21:55:05",14494,1995,202,1333,29,UPI,1,304
4144,"2024-11-13 19:27:48","2024-11-13 20:05:48",11950,1874,226,280,57,Card,5,959
4145,"2024-07-24 20:38:29","2024-07-24 21:44:29",16167,1780,92,160,0,Cash,5,768
4146,"2025-06-04 18:40:57","2025-06-04 19:52:57",12264,1351,111,3562,35,Wallet,2,441
4147,"2025-05-13 12:40:56","2025-05-13 13:18:56",13468,1508,27,4169,46,Card,1,275
4148,"2025-01-11 13:11:48","2025-01-11 14:25:48",16319,1569,13,695,59,Wallet,5,1087
4149,"2025-06-26 21:35:12","2025-06-26 22:58:12",11075,1145,104,2672,0,Wallet,2,553
4150,"2025-01-24 07:57:51","2025-01-24 08:41:51",18047,1695,53,4399,44,Cash,1,213
4151,"2025-02-03 07:13:20","2025-02-03 08:31:20",5023,1877,21,2908,54,Card,2,383
4152,"2025-01-21 06:29:05","2025-01-21 07:31:05",13793,1873,79,3230,57,UPI,3,753
4153,"2024-12-16 06:24:57","2024-12-16 07:20:57",11305,1730,139,368,36,Card,1,222
4154,"2024-08-01 11:14:51","2024-08-01 12:03:51",13369,1852,58,3297,53,UPI,1,258
4155,"2024-07-17 19:06:08","2024-07-17 19:51:08",9491,1840,36,3171,40,Wallet,2,460
4156,"2025-03-04 15:48:07","2025-03-04 16:21:07",7240,1018,198,637,30,UPI,4,943
4157,"2024-10-19 20:51:13","2024-10-19 22:05:13",7833,1096,93,4942,0,Wallet,4,732
4158,"2025-04-02 00:17:37","2025-04-02 00:57:37",13501,1775,123,3662,43,Wallet,2,604
4159,"2025-03-27 04:24:50","2025-03-27 05:22:50",13352,1245,285,2376,44,UPI,5,1143
4160,"2025-02-25 02:56:05","2025-02-25 03:40:05",3471,1017,99,2150,48,Card,3,868
4161,"2024-10-17 13:08:31","2024-10-17 14:30:31",6293,1786,204,3870,0,Cash,3,621
4162,"2024-08-18 02:19:52","2024-08-18 03:09:52",5693,1115,135,2773,55,Cash,5,1028
4163,"2024-11-07 08:45:10","2024-11-07 09:17:10",19736,1159,160,1163,60,UPI,5,1205
4164,"2025-05-01 03:42:38","2025-05-01 05:03:38",1265,1423,54,636,57,UPI,5,1187
4165,"2024-07-23 18:17:56","2024-07-23 18:58:56",12460,1833,235,170,22,Card,3,538
4166,"2025-05-16 05:16:34","2025-05-16 06:12:34",10768,1343,94,1435,51,UPI,2,367
4167,"2025-02-26 15:00:24","2025-02-26 15:51:24",15070,1658,214,3108,49,UPI,3,543
4168,"2025-04-11 17:03:51","2025-04-11 17:53:51",16194,1275,263,2293,44,UPI,2,430
4169,"2025-06-07 14:15:40","2025-06-07 14:58:40",10080,1936,207,2447,53,Cash,4,1118
4170,"2024-08-03 07:36:29","2024-08-03 08:49:29",13401,1599,243,4477,33,UPI,2,408
4171,"2024-07-20 15:25:51","2024-07-20 16:15:51",14075,1106,227,4058,0,UPI,3,580
4172,"2024-09-27 08:28:59","2024-09-27 09:48:59",8964,1987,187,4113,33,Cash,1,252
4173,"2025-05-17 19:39:56","2025-05-17 20:53:56",16010,1024,241,2238,45,UPI,2,421
4174,"2025-05-18 16:40:02","2025-05-18 17:40:02",14522,1151,114,4257,49,UPI,1,291
4175,"2024-12-22 01:25:53","2024-12-22 01:53:53",5152,1613,263,638,0,Wallet,1,262
4176,"2024-11-15 16:16:45","2024-11-15 17:03:45",16093,1298,138,2763,59,UPI,4,933
4177,"2024-09-18 15:25:20","2024-09-18 16:43:20",3182,1360,132,2347,32,Wallet,3,552
4178,"2024-08-10 07:23:59","2024-08-10 08:16:59",6283,1681,185,4096,39,Wallet,5,1173
4179,"2024-09-01 20:06:21","2024-09-01 21:22:21",13655,1323,215,1568,47,Cash,2,505
4180,"2024-07-03 11:09:44","2024-07-03 12:08:44",10587,1447,259,693,59,UPI,3,717
4181,"2025-05-07 03:48:03","2025-05-07 05:04:03",17911,1137,84,2124,53,Wallet,3,817
4182,"2024-12-21 07:55:25","2024-12-21 09:08:25",8675,1844,280,1584,20,Cash,1,204
4183,"2025-04-24 08:28:37","2025-04-24 09:05:37",18531,1038,273,4866,50,Wallet,4,850
4184,"2024-09-19 23:28:30","2024-09-20 00:06:30",5825,1717,29,1351,36,Cash,5,1131
4185,"2024-09-18 23:52:25","2024-09-19 00:46:25",13478,1852,213,2108,50,UPI,4,1055
4186,"2024-07-01 07:50:14","2024-07-01 08:23:14",12464,1862,79,2866,59,UPI,3,651
4187,"2024-11-16 13:33:33","2024-11-16 14:20:33",607,1529,250,632,35,Card,2,572
4188,"2024-09-26 23:19:10","2024-09-26 23:39:10",14439,1821,234,2574,46,UPI,4,1036
4189,"2025-03-28 04:48:03","2025-03-28 05:19:03",11960,1372,290,4733,21,Card,1,244
4190,"2025-06-05 19:07:23","2025-06-05 19:38:23",15602,1795,190,3813,49,Cash,4,915
4191,"2024-07-15 01:15:16","2024-07-15 01:55:16",10166,1272,192,3789,33,Card,1,264
4192,"2024-09-10 16:52:04","2024-09-10 17:13:04",6499,1072,98,4376,52,Wallet,1,243
4193,"2024-12-25 12:27:58","2024-12-25 13:04:58",2386,1803,152,2950,58,UPI,4,1010
4194,"2024-11-16 13:24:10","2024-11-16 14:39:10",1909,1793,231,3034,49,Wallet,5,1099
4195,"2024-12-24 12:41:59","2024-12-24 13:45:59",8794,1945,296,4734,40,Card,3,587
4196,"2025-06-04 19:24:58","2025-06-04 20:15:58",15125,1401,135,3626,21,Wallet,1,245
4197,"2024-09-21 03:10:33","2024-09-21 03:58:33",12771,1486,51,1837,50,Wallet,3,765
4198,"2024-09-19 20:04:59","2024-09-19 21:03:59",17715,1353,228,1878,47,Card,1,187
4199,"2024-09-12 02:56:47","2024-09-12 03:25:47",19082,1385,209,4197,39,Cash,4,1128
4200,"2024-11-09 09:44:47","2024-11-09 11:13:47",16908,1978,46,4270,47,UPI,5,1000
4201,"2025-04-19 13:48:26","2025-04-19 14:21:26",9691,1928,127,3412,0,UPI,5,1442
4202,"2024-08-21 04:38:57","2024-08-21 05:32:57",2006,1395,102,3924,49,Cash,2,352
4203,"2025-05-03 15:35:04","2025-05-03 17:03:04",8359,1907,119,3418,46,Cash,5,968
4204,"2024-09-04 22:45:46","2024-09-04 23:25:46",12638,1318,268,2707,53,Cash,5,915
4205,"2025-05-04 19:22:18","2025-05-04 20:28:18",14234,1621,222,2181,23,Cash,4,909
4206,"2025-01-22 00:31:10","2025-01-22 01:27:10",4266,1946,12,4251,42,UPI,5,1011
4207,"2025-01-31 17:10:59","2025-01-31 18:10:59",14921,1646,80,3406,25,UPI,5,1159
4208,"2025-03-11 08:37:16","2025-03-11 09:42:16",11510,1061,288,387,54,Card,4,1064
4209,"2024-09-15 07:36:25","2024-09-15 09:03:25",6280,1567,55,53,30,Wallet,5,994
4210,"2025-03-06 04:37:43","2025-03-06 05:27:43",19108,1810,281,3919,41,Card,5,1012
4211,"2024-09-27 17:53:47","2024-09-27 18:28:47",4633,1005,100,1552,0,Card,3,708
4212,"2025-03-28 11:43:55","2025-03-28 12:34:55",2233,1190,118,2980,59,Cash,4,991
4213,"2024-07-31 05:52:31","2024-07-31 06:51:31",14314,1190,146,2936,0,Wallet,2,421
4214,"2025-03-18 04:02:38","2025-03-18 05:04:38",2742,1980,295,2079,48,Card,3,639
4215,"2025-06-01 04:05:08","2025-06-01 04:43:08",17447,1030,258,2655,30,UPI,5,750
4216,"2025-06-15 09:12:57","2025-06-15 09:32:57",2853,1880,299,1347,60,Cash,2,481
4217,"2025-01-12 15:43:47","2025-01-12 16:08:47",11034,1926,47,1596,59,Cash,1,188
4218,"2024-11-23 21:00:49","2024-11-23 21:47:49",9915,1666,96,3425,0,Card,4,930
4219,"2024-11-20 06:38:01","2024-11-20 07:49:01",13918,1335,227,2183,0,Card,2,442
4220,"2024-10-26 07:05:37","2024-10-26 08:26:37",15721,1730,157,2997,50,UPI,2,358
4221,"2025-03-20 18:40:18","2025-03-20 19:34:18",3370,1569,122,4859,28,UPI,5,1090
4222,"2024-08-26 10:50:15","2024-08-26 11:39:15",15690,1711,171,2035,0,Card,5,1136
4223,"2025-02-23 07:35:18","2025-02-23 08:56:18",847,1556,290,2537,21,Cash,3,696
4224,"2025-06-06 23:41:58","2025-06-07 00:54:58",3762,1554,250,1857,50,Wallet,3,789
4225,"2025-02-21 09:20:59","2025-02-21 10:22:59",19520,1225,110,4488,47,Card,3,781
4226,"2024-12-18 18:56:57","2024-12-18 19:46:57",19913,1066,254,3129,52,Card,2,455
4227,"2024-10-09 02:20:12","2024-10-09 03:05:12",14589,1852,29,1341,0,UPI,2,495
4228,"2025-06-26 13:25:19","2025-06-26 14:39:19",18473,1572,223,2372,28,UPI,5,1273
4229,"2025-02-21 09:56:08","2025-02-21 11:26:08",19035,1667,13,2303,59,UPI,1,169
4230,"2024-11-28 18:22:32","2024-11-28 19:10:32",11383,1966,275,308,38,Wallet,5,1012
4231,"2025-05-09 00:52:18","2025-05-09 01:13:18",8878,1924,75,3829,56,Card,1,338
4232,"2025-04-27 18:21:23","2025-04-27 19:32:23",19590,1019,51,1880,51,Cash,3,763
4233,"2024-08-04 21:29:32","2024-08-04 22:17:32",8030,1195,140,1132,53,Cash,2,578
4234,"2025-01-01 03:40:29","2025-01-01 04:28:29",2710,1575,191,887,0,Wallet,1,214
4235,"2025-04-04 07:14:01","2025-04-04 07:48:01",2989,1001,187,2495,28,UPI,5,976
4236,"2024-07-17 13:25:38","2024-07-17 14:18:38",17898,1254,18,2991,23,Wallet,3,661
4237,"2024-08-29 09:44:56","2024-08-29 10:19:56",10117,1223,282,4740,52,UPI,5,953
4238,"2025-03-23 21:11:08","2025-03-23 21:54:08",19723,1557,208,2426,55,Card,4,903
4239,"2024-10-26 03:38:55","2024-10-26 04:37:55",13462,1767,167,3654,0,UPI,3,668
4240,"2025-05-09 13:32:23","2025-05-09 14:41:23",8481,1295,109,4254,60,Card,4,937
4241,"2024-09-03 10:19:22","2024-09-03 11:25:22",3845,1019,23,3216,0,Cash,3,836
4242,"2025-04-30 23:56:59","2025-05-01 00:54:59",1177,1168,45,3385,21,Wallet,2,494
4243,"2024-10-02 05:09:12","2024-10-02 06:01:12",8326,1282,216,596,42,Card,2,497
4244,"2025-04-25 10:07:14","2025-04-25 10:48:14",16306,1406,271,4688,55,UPI,5,1380
4245,"2025-03-10 17:07:24","2025-03-10 18:16:24",14105,1160,203,4531,26,Card,2,432
4246,"2025-04-23 02:21:07","2025-04-23 02:59:07",15753,1275,155,171,47,Wallet,1,263
4247,"2024-08-05 19:19:36","2024-08-05 20:02:36",3152,1643,150,3209,27,UPI,5,1055
4248,"2024-10-22 07:29:26","2024-10-22 08:44:26",8655,1433,97,2736,51,UPI,3,661
4249,"2024-09-04 21:20:15","2024-09-04 22:14:15",11894,1000,13,3557,50,Wallet,2,510
4250,"2024-10-07 15:53:54","2024-10-07 16:13:54",8279,1296,220,965,24,Card,4,919
4251,"2024-08-24 05:43:17","2024-08-24 06:06:17",245,1035,82,649,0,Cash,5,1261
4252,"2025-05-20 19:43:12","2025-05-20 20:26:12",19958,1050,268,2140,48,UPI,4,797
4253,"2025-03-24 17:21:55","2025-03-24 18:00:55",11408,1463,45,3934,43,Cash,2,554
4254,"2025-06-03 05:40:37","2025-06-03 06:56:37",16055,1380,2,3835,37,UPI,4,878
4255,"2024-11-20 14:13:33","2024-11-20 15:43:33",12201,1549,165,860,47,Wallet,5,1048
4256,"2025-04-10 18:35:31","2025-04-10 19:34:31",5907,1127,31,2157,0,Cash,4,904
4257,"2025-02-26 06:58:48","2025-02-26 07:53:48",18046,1221,165,3838,37,Wallet,5,1189
4258,"2024-12-10 19:22:22","2024-12-10 20:07:22",15783,1204,267,3564,21,Cash,1,263
4259,"2025-04-29 19:33:51","2025-04-29 20:32:51",2656,1816,1,3703,0,Wallet,4,985
4260,"2024-09-08 20:04:09","2024-09-08 20:36:09",17074,1142,234,4126,25,UPI,4,697
4261,"2024-12-29 06:28:14","2024-12-29 07:55:14",16546,1098,123,4088,37,Wallet,3,713
4262,"2025-03-03 05:00:41","2025-03-03 05:20:41",2055,1186,41,1858,27,Cash,2,469
4263,"2024-09-26 06:48:17","2024-09-26 07:22:17",13346,1859,294,3671,24,Cash,1,213
4264,"2024-07-27 23:26:23","2024-07-28 00:47:23",10697,1700,137,3890,0,Card,3,559
4265,"2025-06-27 06:36:02","2025-06-27 07:45:02",4652,1654,70,4672,34,Cash,1,234
4266,"2025-03-16 05:24:48","2025-03-16 06:27:48",14890,1759,280,4747,47,Cash,4,857
4267,"2024-08-20 12:11:33","2024-08-20 12:38:33",17392,1173,224,1116,50,Wallet,2,448
4268,"2025-01-13 15:58:08","2025-01-13 16:45:08",1071,1159,77,1298,0,Card,5,1247
4269,"2024-12-18 00:22:56","2024-12-18 01:47:56",2011,1353,279,2675,50,UPI,1,173
4270,"2025-01-01 02:39:21","2025-01-01 03:46:21",2602,1694,68,1121,47,UPI,3,856
4271,"2024-07-15 12:35:32","2024-07-15 13:51:32",13174,1848,260,1481,25,UPI,2,463
4272,"2024-08-29 15:51:25","2024-08-29 16:46:25",1569,1911,162,1751,44,Card,2,507
4273,"2025-05-15 05:03:16","2025-05-15 06:28:16",11156,1994,218,1653,57,Cash,4,899
4274,"2024-09-22 03:20:25","2024-09-22 03:41:25",9747,1767,244,4790,23,Card,1,233
4275,"2024-09-30 01:19:58","2024-09-30 02:01:58",19903,1100,262,4964,53,Card,2,444
4276,"2024-12-07 06:27:49","2024-12-07 07:47:49",6958,1588,220,1681,28,Card,2,363
4277,"2025-05-11 16:24:00","2025-05-11 16:54:00",4005,1466,44,4970,55,Wallet,1,306
4278,"2024-10-17 20:16:54","2024-10-17 21:31:54",761,1340,256,4013,0,UPI,2,413
4279,"2024-07-07 13:21:38","2024-07-07 13:56:38",15222,1870,58,1220,45,Cash,3,536
4280,"2025-03-28 07:10:24","2025-03-28 07:48:24",11336,1817,45,947,50,Wallet,1,209
4281,"2024-10-06 03:38:10","2024-10-06 04:33:10",12524,1648,115,2424,45,Card,1,191
4282,"2024-07-04 07:11:28","2024-07-04 08:17:28",13495,1884,276,2841,0,Wallet,4,950
4283,"2024-08-06 22:32:13","2024-08-06 23:37:13",18710,1387,279,2641,22,UPI,3,776
4284,"2024-08-30 02:14:51","2024-08-30 03:07:51",11924,1443,48,2576,30,Cash,4,860
4285,"2024-12-03 07:59:21","2024-12-03 08:35:21",13725,1224,215,418,28,Cash,5,1371
4286,"2024-09-24 19:48:19","2024-09-24 21:08:19",17321,1469,34,598,32,UPI,3,833
4287,"2024-07-11 22:06:20","2024-07-11 23:07:20",14450,1722,34,426,35,UPI,2,378
4288,"2024-09-28 18:19:04","2024-09-28 19:29:04",15303,1887,47,3735,29,Cash,5,1136
4289,"2025-03-10 06:18:00","2025-03-10 06:58:00",11369,1050,46,4700,55,UPI,3,768
4290,"2025-05-26 05:22:22","2025-05-26 06:37:22",8561,1582,292,3295,0,UPI,3,790
4291,"2025-02-10 10:28:34","2025-02-10 10:58:34",5550,1591,84,3628,52,Card,2,559
4292,"2024-09-29 11:41:31","2024-09-29 12:55:31",16696,1994,190,3813,53,UPI,2,484
4293,"2024-10-19 21:37:43","2024-10-19 22:48:43",4948,1384,226,3941,39,Cash,5,1097
4294,"2025-01-27 22:08:05","2025-01-27 23:18:05",6763,1439,163,4508,42,Wallet,5,1123
4295,"2024-10-15 10:57:41","2024-10-15 12:08:41",18488,1377,226,2478,20,Card,3,669
4296,"2024-07-01 23:09:03","2024-07-02 00:00:03",8697,1222,223,2701,30,Cash,3,787
4297,"2025-01-10 17:32:43","2025-01-10 18:12:43",4420,1039,119,3554,55,UPI,1,132
4298,"2024-12-10 02:05:35","2024-12-10 02:37:35",7851,1277,146,4870,0,Cash,5,1120
4299,"2025-02-09 23:39:06","2025-02-10 00:59:06",12408,1701,123,2200,21,Wallet,1,236
4300,"2025-05-17 22:42:21","2025-05-17 23:17:21",17258,1016,291,2065,31,UPI,5,940
4301,"2025-02-15 22:53:52","2025-02-15 23:30:52",17494,1297,106,3759,53,UPI,4,1066
4302,"2025-06-23 23:41:58","2025-06-24 00:35:58",6379,1516,281,1746,28,Cash,5,947
4303,"2024-10-06 22:32:26","2024-10-06 23:43:26",419,1020,24,477,59,Cash,4,702
4304,"2025-03-07 16:42:07","2025-03-07 17:07:07",19284,1996,222,2051,55,UPI,2,483
4305,"2024-12-14 16:07:36","2024-12-14 16:37:36",7614,1983,215,4510,22,UPI,2,578
4306,"2025-01-05 09:15:49","2025-01-05 10:03:49",1762,1883,160,2419,31,Wallet,3,818
4307,"2024-11-19 09:37:46","2024-11-19 10:21:46",18048,1712,173,4955,27,Cash,1,140
4308,"2024-07-14 20:06:27","2024-07-14 20:36:27",19728,1081,15,689,24,Card,4,929
4309,"2024-11-12 09:28:59","2024-11-12 10:40:59",18975,1924,182,1464,59,Cash,4,712
4310,"2024-08-27 14:43:32","2024-08-27 15:17:32",14332,1510,186,4290,20,Card,1,284
4311,"2025-03-14 18:16:05","2025-03-14 19:00:05",18053,1878,145,293,0,Card,5,934
4312,"2025-01-10 06:25:24","2025-01-10 06:56:24",15893,1423,137,1209,0,Cash,4,620
4313,"2024-07-31 10:50:05","2024-07-31 12:16:05",9999,1821,49,2710,46,Wallet,3,579
4314,"2025-06-10 20:52:23","2025-06-10 21:28:23",15658,1209,106,282,58,Cash,2,373
4315,"2025-01-24 20:16:22","2025-01-24 21:09:22",17270,1895,124,4246,0,Cash,4,974
4316,"2025-02-03 09:52:57","2025-02-03 11:01:57",16778,1116,152,2361,38,Card,4,1066
4317,"2025-01-04 21:19:50","2025-01-04 21:52:50",14577,1983,117,2348,50,Card,4,863
4318,"2024-08-26 19:12:56","2024-08-26 19:54:56",103,1018,224,1474,0,Wallet,5,1082
4319,"2025-06-01 11:07:10","2025-06-01 12:32:10",13565,1508,39,544,44,UPI,5,1139
4320,"2024-09-19 02:50:37","2024-09-19 03:31:37",176,1840,265,3322,0,UPI,5,1171
4321,"2024-12-22 15:24:08","2024-12-22 16:34:08",9811,1528,106,3759,48,UPI,2,436
4322,"2024-09-01 11:57:03","2024-09-01 13:22:03",6990,1295,87,3382,45,UPI,2,502
4323,"2024-07-01 09:00:37","2024-07-01 09:38:37",6356,1896,294,3671,52,Card,5,1188
4324,"2025-02-10 16:00:01","2025-02-10 17:02:01",14249,1022,188,3451,47,Cash,4,903
4325,"2025-03-01 16:54:43","2025-03-01 18:23:43",2158,1081,146,2968,35,Wallet,4,1110
4326,"2024-09-13 18:15:24","2024-09-13 18:51:24",19939,1838,177,2442,34,Card,1,216
4327,"2024-09-11 15:28:38","2024-09-11 16:29:38",2265,1398,111,3792,30,Wallet,2,308
4328,"2024-08-17 07:25:42","2024-08-17 08:24:42",2022,1546,267,639,30,Card,5,1063
4329,"2025-02-09 22:00:46","2025-02-09 23:29:46",11965,1282,171,3038,0,Wallet,5,1206
4330,"2024-08-15 21:38:59","2024-08-15 22:51:59",18500,1874,8,3482,38,Card,2,463
4331,"2024-07-22 08:13:34","2024-07-22 08:33:34",13122,1170,221,2066,42,Wallet,3,705
4332,"2024-11-30 05:21:26","2024-11-30 06:04:26",590,1788,234,4576,47,Cash,3,694
4333,"2025-02-03 21:52:08","2025-02-03 23:12:08",19289,1717,234,1287,50,Card,1,260
4334,"2024-08-21 14:18:34","2024-08-21 14:48:34",14820,1633,177,4370,0,Wallet,2,510
4335,"2025-03-09 18:54:01","2025-03-09 19:31:01",16150,1058,21,2654,0,Card,3,523
4336,"2024-11-23 09:44:26","2024-11-23 11:04:26",15374,1009,148,511,49,UPI,5,1014
4337,"2025-05-02 18:10:24","2025-05-02 18:58:24",6604,1093,178,4946,36,Wallet,4,882
4338,"2025-05-08 19:24:31","2025-05-08 20:28:31",13429,1820,10,1271,31,Cash,2,480
4339,"2024-12-10 11:13:11","2024-12-10 12:00:11",11763,1533,255,3644,25,Cash,1,104
4340,"2025-02-26 11:24:42","2025-02-26 12:10:42",12250,1370,176,1935,35,Card,4,829
4341,"2024-08-07 02:12:53","2024-08-07 03:04:53",4181,1707,189,2942,44,Wallet,2,516
4342,"2025-02-04 05:08:12","2025-02-04 05:49:12",13254,1492,300,3597,25,UPI,2,448
4343,"2025-06-11 05:37:09","2025-06-11 06:57:09",14576,1304,172,2363,29,Wallet,5,1307
4344,"2025-05-29 07:12:39","2025-05-29 07:47:39",15389,1621,24,477,42,Wallet,3,674
4345,"2024-09-17 21:11:16","2024-09-17 21:45:16",3429,1693,171,4189,38,Cash,2,429
4346,"2025-04-02 22:25:16","2025-04-02 23:31:16",2537,1175,165,860,0,Card,4,804
4347,"2025-02-06 10:11:45","2025-02-06 10:42:45",16903,1026,153,1293,41,Wallet,4,1075
4348,"2024-07-10 00:47:00","2024-07-10 02:06:00",10531,1875,148,1469,46,Wallet,1,274
4349,"2024-08-15 08:05:02","2024-08-15 09:29:02",6058,1929,75,3829,45,Cash,1,338
4350,"2024-08-11 05:13:36","2024-08-11 05:42:36",17876,1323,109,156,29,Wallet,3,873
4351,"2025-05-31 09:59:07","2025-05-31 11:27:07",15073,1466,134,1906,0,UPI,3,484
4352,"2024-09-20 07:45:41","2024-09-20 09:12:41",9879,1446,178,1680,49,Cash,5,1206
4353,"2025-02-11 06:26:59","2025-02-11 06:51:59",2336,1172,60,311,0,Cash,1,271
4354,"2024-07-16 01:25:16","2024-07-16 02:50:16",18168,1698,132,3892,50,Wallet,4,903
