app_session_id,created_at,user_id,utm_source,device_type
6230,"2025-06-19 15:24:28",4429,NULL,desktop
6231,"2025-05-05 08:20:45",403,NULL,tablet
6232,"2024-09-25 19:46:30",3703,notification,mobile
6233,"2025-01-04 19:40:09",2376,NULL,mobile
6234,"2024-10-14 10:03:34",380,google,mobile
6235,"2025-02-21 03:25:48",2384,email,mobile
6236,"2024-07-16 02:13:07",3949,instagram,tablet
6237,"2024-10-20 02:16:06",3927,NULL,mobile
6238,"2025-04-07 02:02:47",4811,NULL,desktop
6239,"2024-09-01 23:44:54",87,NULL,mobile
6240,"2024-09-25 20:22:59",4868,NULL,mobile
6241,"2024-10-02 02:13:15",2753,notification,tablet
6242,"2024-11-28 16:47:47",4006,notification,tablet
6243,"2024-10-04 03:10:09",2160,NULL,mobile
6244,"2024-09-29 08:18:54",3583,instagram,mobile
6245,"2024-08-11 10:29:01",2052,NULL,mobile
6246,"2024-07-12 10:59:16",3498,email,mobile
6247,"2025-03-02 08:14:07",850,NULL,mobile
6248,"2025-04-11 19:18:01",2956,NULL,mobile
6249,"2024-11-23 17:24:01",3700,instagram,mobile
6250,"2024-07-19 22:21:38",2195,notification,mobile
6251,"2024-10-04 07:43:34",1135,email,mobile
6252,"2025-01-20 14:55:00",118,google,mobile
6253,"2025-04-23 12:46:52",1504,NULL,mobile
6254,"2025-01-27 18:33:42",3484,NULL,mobile
6255,"2025-01-28 00:18:30",2782,notification,tablet
6256,"2024-08-15 20:35:01",4809,instagram,mobile
6257,"2024-09-12 14:15:42",4149,NULL,mobile
6258,"2024-07-23 17:53:06",3569,google,mobile
6259,"2024-10-08 11:15:23",320,email,mobile
6260,"2025-03-29 14:17:21",4750,NULL,tablet
6261,"2025-06-15 10:43:21",380,NULL,mobile
6262,"2025-03-15 03:29:53",3862,NULL,mobile
6263,"2024-09-23 01:45:21",1267,google,mobile
6264,"2024-11-29 12:09:53",1308,NULL,mobile
6265,"2024-12-15 22:32:32",256,google,mobile
6266,"2024-10-21 19:41:58",3040,NULL,mobile
6267,"2024-08-03 09:26:57",1022,google,mobile
6268,"2025-01-03 17:37:54",636,instagram,mobile
6269,"2025-06-24 19:36:16",1191,notification,mobile
6270,"2025-04-27 20:10:18",4461,NULL,mobile
6271,"2025-05-13 22:54:46",860,email,desktop
6272,"2024-10-24 00:13:40",35,email,mobile
6273,"2025-01-12 00:12:37",2906,NULL,mobile
6274,"2025-04-30 04:49:20",239,facebook,mobile
6275,"2024-08-20 16:26:27",2185,NULL,desktop
6276,"2024-08-09 05:05:06",1501,NULL,tablet
6277,"2025-03-17 17:48:44",1439,email,desktop
6278,"2024-09-24 09:11:31",2331,NULL,tablet
6279,"2024-07-23 21:14:41",4567,google,mobile
6280,"2025-02-27 01:28:52",1782,google,mobile
6281,"2025-03-20 09:46:43",3894,NULL,mobile
6282,"2025-06-30 12:24:27",4190,instagram,mobile
6283,"2025-04-11 19:27:58",2813,notification,mobile
6284,"2025-01-12 22:28:04",1974,instagram,mobile
6285,"2024-07-04 13:59:03",1357,email,mobile
6286,"2025-01-09 10:16:18",3320,facebook,mobile
6287,"2025-05-08 03:46:11",1217,NULL,mobile
6288,"2025-04-05 05:59:30",4883,NULL,mobile
6289,"2025-02-14 01:16:02",3401,google,mobile
6290,"2025-03-29 06:00:24",1946,instagram,tablet
6291,"2025-05-04 07:06:27",2257,email,mobile
6292,"2024-08-25 20:25:19",4575,google,mobile
6293,"2024-09-03 16:29:07",2536,google,mobile
6294,"2024-11-06 11:32:58",51,facebook,mobile
6295,"2024-11-18 05:27:00",799,google,mobile
6296,"2024-12-23 04:56:21",2770,email,tablet
6297,"2025-05-03 01:36:02",4386,email,mobile
6298,"2024-07-07 10:22:44",2358,NULL,mobile
6299,"2024-10-11 09:41:19",4553,instagram,tablet
6300,"2024-07-25 00:09:22",4913,google,tablet
6301,"2025-04-11 07:01:13",4035,google,desktop
6302,"2025-04-03 13:13:57",1364,NULL,mobile
6303,"2024-10-10 14:15:05",991,instagram,mobile
6304,"2024-07-30 06:54:17",2871,NULL,mobile
6305,"2024-07-22 09:59:34",4310,NULL,mobile
6306,"2024-07-28 09:21:46",893,NULL,tablet
6307,"2025-03-25 21:46:02",2713,NULL,mobile
6308,"2025-03-09 08:07:15",761,NULL,mobile
6309,"2025-05-26 19:12:51",4868,email,mobile
6310,"2025-02-03 21:27:08",198,NULL,mobile
6311,"2025-06-12 01:03:22",960,google,desktop
6312,"2024-12-28 08:10:36",3719,NULL,desktop
6313,"2024-12-04 18:48:51",4337,notification,mobile
6314,"2025-06-27 02:09:25",3332,instagram,mobile
6315,"2024-12-01 01:29:28",1760,NULL,mobile
6316,"2025-01-09 20:25:36",823,instagram,mobile
6317,"2024-07-29 02:17:48",1718,notification,mobile
6318,"2025-04-25 20:57:41",4033,google,tablet
6319,"2025-04-17 18:02:46",337,NULL,tablet
6320,"2025-03-06 15:24:29",3585,facebook,mobile
6321,"2024-11-20 11:34:14",1722,email,mobile
6322,"2024-11-23 18:30:54",4311,notification,mobile
6323,"2025-03-23 10:16:01",4968,google,tablet
6324,"2025-01-08 17:00:41",2157,NULL,mobile
6325,"2024-12-25 14:39:29",2271,facebook,mobile
6326,"2024-11-04 08:58:45",1047,email,mobile
6327,"2024-07-15 02:20:55",2937,email,mobile
6328,"2024-10-18 18:51:26",3627,facebook,mobile
6329,"2025-01-13 22:37:54",199,NULL,mobile
6330,"2025-01-16 03:29:38",1310,google,mobile
6331,"2024-10-04 08:51:10",2757,facebook,mobile
6332,"2025-01-09 09:23:09",3512,google,tablet
6333,"2024-08-19 13:13:46",327,NULL,mobile
6334,"2025-06-07 07:24:47",4054,facebook,mobile
6335,"2024-10-13 20:51:14",4880,google,mobile
6336,"2025-06-12 03:48:48",2423,notification,mobile
6337,"2024-12-10 01:36:39",1201,email,mobile
6338,"2024-11-12 11:38:27",2477,NULL,mobile
6339,"2025-01-05 17:49:32",4193,NULL,mobile
6340,"2024-10-21 18:11:03",3314,email,mobile
6341,"2024-08-21 21:49:15",4794,instagram,mobile
6342,"2024-10-06 10:02:44",839,google,mobile
6343,"2025-04-18 02:07:34",2436,NULL,mobile
6344,"2024-10-16 04:32:34",4493,NULL,mobile
6345,"2025-02-01 13:46:17",4376,NULL,mobile
6346,"2025-01-31 06:15:27",4899,NULL,mobile
6347,"2024-12-21 12:22:21",2837,facebook,mobile
6348,"2025-04-02 05:28:36",2995,NULL,tablet
6349,"2025-06-04 21:57:58",632,NULL,desktop
6350,"2024-08-16 04:58:58",3019,notification,mobile
6351,"2025-05-01 16:43:45",2304,instagram,mobile
6352,"2024-07-05 15:38:59",2261,NULL,mobile
6353,"2025-03-11 03:54:22",1346,notification,mobile
6354,"2025-02-19 20:38:24",1740,NULL,mobile
6355,"2025-04-16 17:03:07",2645,NULL,tablet
6356,"2024-12-24 23:21:56",58,google,mobile
6357,"2024-11-05 07:22:46",4038,notification,mobile
6358,"2025-05-18 19:21:47",2137,instagram,tablet
6359,"2025-04-26 03:28:14",2776,NULL,mobile
6360,"2025-04-11 00:51:35",4869,NULL,mobile
6361,"2025-05-05 05:45:25",1559,facebook,mobile
6362,"2024-09-26 11:31:16",3083,NULL,mobile
6363,"2024-08-05 18:54:15",4632,google,mobile
6364,"2025-04-05 22:35:29",1234,notification,mobile
6365,"2025-06-04 13:14:47",3792,instagram,mobile
6366,"2025-01-11 18:26:07",1116,google,mobile
6367,"2024-10-11 16:11:10",1751,NULL,desktop
6368,"2025-05-04 12:27:06",1308,google,mobile
6369,"2024-07-12 22:33:48",724,instagram,mobile
6370,"2025-03-29 15:19:20",3538,NULL,mobile
6371,"2025-01-26 05:10:22",1561,NULL,mobile
6372,"2024-10-24 02:42:04",1465,NULL,mobile
6373,"2024-12-29 09:11:50",3277,NULL,mobile
6374,"2025-03-27 03:52:23",1244,facebook,mobile
6375,"2024-07-03 01:27:52",2331,instagram,mobile
6376,"2025-02-23 13:19:10",3347,google,mobile
6377,"2024-10-09 12:22:19",4917,NULL,mobile
6378,"2024-07-09 00:54:32",2134,notification,mobile
6379,"2025-03-17 21:56:48",3856,NULL,mobile
6380,"2024-09-25 18:11:14",108,NULL,mobile
6381,"2024-10-24 21:25:48",3064,email,desktop
6382,"2024-07-28 15:52:13",4283,NULL,desktop
6383,"2025-05-25 13:00:08",3859,NULL,mobile
6384,"2025-01-22 23:05:13",3234,email,mobile
6385,"2024-09-10 00:08:53",4210,instagram,mobile
6386,"2025-05-27 04:17:41",4339,facebook,mobile
6387,"2025-06-03 12:04:41",2905,instagram,mobile
6388,"2025-02-10 16:30:22",2589,facebook,mobile
6389,"2025-02-15 00:31:31",2573,facebook,desktop
6390,"2024-10-13 06:12:20",1455,google,mobile
6391,"2024-10-16 18:06:43",1133,google,tablet
6392,"2024-09-20 07:33:41",1004,notification,tablet
6393,"2025-02-25 09:14:07",205,instagram,mobile
6394,"2024-11-08 23:53:50",1495,instagram,mobile
6395,"2024-07-18 19:18:02",1956,NULL,tablet
6396,"2024-07-14 10:44:51",301,NULL,mobile
6397,"2025-01-29 14:44:24",710,NULL,tablet
6398,"2024-10-03 06:20:54",4503,NULL,tablet
6399,"2025-03-18 13:23:58",317,google,tablet
6400,"2024-12-08 01:16:11",555,NULL,mobile
6401,"2024-11-20 14:56:29",651,NULL,mobile
6402,"2024-10-05 18:45:46",4384,NULL,mobile
6403,"2025-04-13 13:24:12",3774,notification,mobile
6404,"2024-08-23 06:15:22",4108,NULL,tablet
6405,"2025-05-01 15:29:32",4934,facebook,mobile
6406,"2025-06-13 20:59:19",4496,google,mobile
6407,"2025-01-06 10:45:49",4781,NULL,mobile
6408,"2025-03-02 15:11:01",2918,NULL,tablet
6409,"2025-01-10 10:38:08",2602,instagram,mobile
6410,"2025-04-10 12:29:47",1544,google,mobile
6411,"2024-10-03 19:27:57",364,notification,mobile
6412,"2025-01-05 11:29:18",2837,google,mobile
6413,"2025-04-27 16:13:50",2836,facebook,mobile
6414,"2025-01-06 03:18:14",1448,NULL,mobile
6415,"2024-10-31 22:22:11",3433,facebook,mobile
6416,"2025-06-13 20:57:22",1171,google,mobile
6417,"2025-01-23 11:42:56",743,email,tablet
6418,"2025-01-22 11:08:06",135,NULL,mobile
6419,"2024-08-27 10:48:38",720,email,mobile
6420,"2024-09-21 16:30:10",1818,google,mobile
6421,"2025-03-30 04:23:44",3873,email,desktop
6422,"2024-08-19 16:32:36",2277,NULL,mobile
6423,"2025-05-23 18:02:03",4724,NULL,mobile
6424,"2024-12-07 21:50:49",4093,NULL,mobile
6425,"2025-06-22 10:44:55",4501,NULL,mobile
6426,"2025-05-01 04:34:18",2545,instagram,mobile
6427,"2024-07-31 20:43:24",3436,NULL,mobile
6428,"2025-06-09 15:19:26",1652,NULL,desktop
6429,"2024-07-18 07:08:41",1731,notification,desktop
6430,"2024-07-11 14:56:50",963,email,mobile
6431,"2024-10-30 07:32:45",1331,google,mobile
6432,"2025-03-23 16:31:04",1327,NULL,mobile
6433,"2024-10-27 12:38:20",3422,NULL,tablet
6434,"2024-12-11 09:13:40",3010,facebook,mobile
6435,"2025-06-09 18:17:48",262,NULL,mobile
6436,"2024-07-18 15:09:28",1867,NULL,desktop
6437,"2024-12-19 07:10:44",2727,google,mobile
6438,"2024-09-15 19:32:06",921,notification,tablet
6439,"2025-05-19 21:44:38",1805,notification,mobile
6440,"2024-07-14 05:55:01",1125,email,mobile
6441,"2024-07-25 21:30:11",2764,NULL,tablet
6442,"2024-07-18 12:06:33",2527,NULL,mobile
6443,"2024-11-04 06:52:34",3614,google,mobile
6444,"2025-01-29 11:47:34",2570,NULL,tablet
6445,"2024-11-14 03:50:55",4623,NULL,mobile
6446,"2025-03-16 17:01:25",4971,email,mobile
6447,"2025-04-21 12:37:07",2427,NULL,mobile
6448,"2024-09-17 17:25:00",2506,email,desktop
6449,"2025-03-28 15:39:38",4047,NULL,mobile
6450,"2025-03-10 20:56:24",3749,google,mobile
6451,"2025-06-12 20:57:15",2864,google,mobile
6452,"2025-03-20 00:42:15",3387,google,mobile
6453,"2025-05-22 07:57:56",3695,google,desktop
6454,"2025-04-08 07:14:51",1377,notification,mobile
6455,"2024-08-06 19:45:44",3165,NULL,mobile
6456,"2025-01-12 02:52:00",1216,facebook,mobile
6457,"2024-09-08 15:32:02",1641,facebook,mobile
6458,"2024-08-17 13:54:30",2578,NULL,mobile
6459,"2025-03-16 07:04:43",525,google,mobile
6460,"2025-06-19 05:10:32",1195,NULL,tablet
6461,"2024-10-30 16:09:11",2778,NULL,mobile
6462,"2025-05-05 11:37:54",3969,email,mobile
6463,"2024-07-27 18:28:09",4903,NULL,mobile
6464,"2025-02-21 16:13:32",3626,NULL,mobile
6465,"2025-02-09 13:15:25",1611,NULL,tablet
6466,"2024-07-25 06:32:50",467,NULL,desktop
6467,"2024-12-14 00:03:01",1954,notification,mobile
6468,"2024-09-03 08:51:43",98,facebook,mobile
6469,"2024-11-03 05:31:13",1249,NULL,tablet
6470,"2025-05-25 18:10:35",2243,NULL,mobile
6471,"2025-05-19 18:47:58",2779,email,mobile
6472,"2024-12-03 06:50:39",2306,google,mobile
6473,"2025-04-27 21:32:46",2767,instagram,mobile
6474,"2025-06-07 23:11:12",2930,NULL,mobile
6475,"2024-08-10 11:15:09",1257,email,mobile
6476,"2025-01-05 11:59:46",1883,google,mobile
6477,"2024-08-06 19:33:26",1326,NULL,desktop
6478,"2024-11-01 18:08:28",1150,NULL,desktop
6479,"2024-11-19 10:37:14",1373,facebook,tablet
6480,"2024-11-18 03:19:57",1769,notification,mobile
6481,"2025-06-24 06:20:34",3403,instagram,tablet
6482,"2025-03-27 07:56:08",3073,email,mobile
6483,"2025-05-18 12:38:23",3167,google,mobile
6484,"2025-02-03 12:52:03",3615,NULL,mobile
6485,"2024-11-15 17:01:40",4540,google,tablet
6486,"2024-11-11 20:19:33",2516,facebook,mobile
6487,"2025-06-06 21:38:13",2145,NULL,mobile
6488,"2025-04-07 19:02:14",434,email,mobile
6489,"2025-04-15 02:19:12",1342,email,desktop
6490,"2024-07-28 10:33:22",3023,NULL,mobile
6491,"2024-07-14 20:27:34",653,notification,tablet
6492,"2024-08-15 02:32:28",1931,NULL,mobile
6493,"2024-12-11 06:57:44",4388,google,mobile
6494,"2025-06-11 18:04:39",3410,NULL,mobile
6495,"2025-03-16 04:58:49",3086,NULL,mobile
6496,"2025-01-18 22:00:23",4733,google,mobile
6497,"2025-05-05 22:20:18",3137,facebook,mobile
6498,"2025-05-21 23:17:01",831,notification,mobile
6499,"2025-01-31 00:43:50",4319,NULL,mobile
6500,"2025-02-19 00:27:35",849,instagram,mobile
6501,"2024-08-01 07:00:42",4723,NULL,mobile
6502,"2024-07-11 23:42:21",900,google,mobile
6503,"2025-03-30 04:36:51",2224,NULL,mobile
6504,"2025-04-26 16:21:04",695,NULL,mobile
6505,"2024-10-02 19:16:15",3081,instagram,tablet
6506,"2025-04-30 22:46:49",3100,facebook,desktop
6507,"2025-02-13 12:59:51",586,email,mobile
6508,"2025-04-13 03:06:55",4251,google,tablet
6509,"2025-04-07 15:06:46",3112,google,mobile
6510,"2025-03-30 07:32:40",248,facebook,mobile
6511,"2024-09-01 18:44:46",1987,email,tablet
6512,"2024-09-21 04:51:26",87,google,mobile
6513,"2024-11-01 17:24:00",1478,google,mobile
6514,"2025-03-11 06:01:22",4947,instagram,mobile
6515,"2025-01-19 04:06:37",2635,email,desktop
6516,"2025-05-04 22:23:52",568,email,tablet
6517,"2024-09-12 04:13:58",753,NULL,tablet
6518,"2024-08-01 05:14:30",3509,notification,desktop
6519,"2024-10-21 01:53:47",333,NULL,mobile
6520,"2025-06-15 13:51:49",1801,google,tablet
6521,"2024-09-22 19:58:24",3690,instagram,tablet
6522,"2024-08-02 14:24:53",1674,NULL,mobile
6523,"2025-03-10 18:22:26",1556,google,mobile
6524,"2025-04-13 04:53:32",2757,google,mobile
6525,"2025-01-09 20:00:01",3860,email,mobile
6526,"2024-11-22 10:09:49",2419,NULL,mobile
6527,"2025-04-15 15:44:09",3833,NULL,desktop
6528,"2025-06-10 15:55:46",2064,notification,mobile
6529,"2024-12-23 00:32:43",1768,google,mobile
6530,"2024-11-19 01:31:14",893,notification,mobile
6531,"2024-07-12 03:05:30",4110,google,tablet
6532,"2025-06-02 02:50:17",791,NULL,mobile
6533,"2024-09-04 00:41:26",3511,google,mobile
6534,"2025-03-04 06:33:22",277,email,mobile
6535,"2025-05-28 00:35:40",1374,NULL,mobile
6536,"2025-01-25 10:27:28",666,NULL,mobile
6537,"2025-01-14 06:17:59",2985,google,mobile
6538,"2025-05-16 14:20:29",610,NULL,tablet
6539,"2025-02-07 13:49:38",4296,NULL,mobile
6540,"2024-08-18 02:34:11",4615,NULL,desktop
6541,"2025-02-26 15:24:55",3305,NULL,mobile
6542,"2024-10-21 17:16:56",3653,google,mobile
6543,"2024-10-21 09:12:16",4804,notification,tablet
6544,"2025-06-08 19:18:10",2498,NULL,tablet
6545,"2024-11-11 14:18:55",1304,NULL,mobile
6546,"2025-02-15 16:48:33",4979,facebook,tablet
6547,"2024-11-08 15:36:33",3361,notification,mobile
6548,"2024-07-08 09:24:27",323,notification,mobile
6549,"2025-06-29 02:31:51",3155,NULL,mobile
6550,"2025-04-09 02:38:00",1938,NULL,mobile
6551,"2025-05-14 00:16:19",4668,NULL,desktop
6552,"2025-04-07 09:17:58",1553,NULL,mobile
6553,"2024-12-17 21:17:25",2539,google,mobile
6554,"2024-09-11 00:57:36",776,notification,tablet
6555,"2025-04-22 06:40:29",1840,instagram,desktop
6556,"2024-11-09 18:21:51",2780,google,mobile
6557,"2024-08-22 12:27:29",2409,email,tablet
6558,"2024-12-10 02:06:55",2949,google,mobile
6559,"2024-08-24 13:51:41",1754,NULL,mobile
6560,"2024-08-27 05:22:27",2604,email,mobile
6561,"2025-05-15 12:58:43",2014,google,mobile
6562,"2024-08-20 22:07:26",2411,NULL,mobile
6563,"2024-09-09 13:59:48",1264,email,desktop
6564,"2025-01-15 00:18:57",449,NULL,mobile
6565,"2024-12-13 21:24:09",3471,NULL,mobile
6566,"2025-01-14 06:40:56",3727,NULL,mobile
6567,"2024-07-03 18:43:39",4703,NULL,desktop
6568,"2025-01-03 11:56:14",4575,NULL,mobile
6569,"2024-12-07 23:02:14",1078,NULL,tablet
6570,"2024-10-22 18:28:11",2520,email,desktop
6571,"2025-01-06 14:31:57",4507,google,mobile
6572,"2024-10-07 14:55:56",3939,NULL,mobile
6573,"2024-10-28 02:55:06",1189,notification,tablet
6574,"2024-12-04 01:28:07",2070,instagram,mobile
6575,"2024-09-10 17:15:00",596,facebook,mobile
6576,"2025-06-24 13:13:18",4173,instagram,mobile
6577,"2024-09-20 07:45:40",964,google,mobile
6578,"2025-02-01 03:14:51",4123,google,mobile
6579,"2024-07-11 16:14:57",4680,facebook,mobile
6580,"2024-12-19 05:04:29",4030,google,tablet
6581,"2024-09-03 09:41:14",647,email,tablet
6582,"2025-01-28 07:51:51",3936,notification,tablet
6583,"2024-12-25 08:28:24",4882,NULL,mobile
6584,"2024-07-12 05:54:54",2341,notification,mobile
6585,"2024-10-10 04:36:44",1221,NULL,mobile
6586,"2025-05-08 02:31:40",1974,instagram,tablet
6587,"2025-04-21 22:09:47",4590,NULL,mobile
6588,"2024-11-28 21:56:37",2513,email,tablet
6589,"2025-06-29 17:56:44",2597,facebook,tablet
6590,"2025-02-11 09:03:36",3987,NULL,mobile
6591,"2025-02-08 21:54:25",4222,google,desktop
6592,"2025-01-20 23:27:01",1243,NULL,mobile
6593,"2025-03-31 04:09:52",2958,NULL,desktop
6594,"2025-04-12 02:02:46",4970,google,mobile
6595,"2024-12-26 14:27:24",28,NULL,mobile
6596,"2024-11-24 23:58:26",2414,google,tablet
6597,"2025-04-27 20:43:22",2299,google,desktop
6598,"2024-11-03 16:11:47",3968,email,mobile
6599,"2025-05-16 23:51:41",3882,instagram,desktop
6600,"2025-03-07 08:40:42",3520,notification,mobile
6601,"2025-03-30 02:41:27",2216,NULL,mobile
6602,"2024-07-21 13:15:52",990,google,tablet
6603,"2024-12-02 05:38:10",1182,instagram,mobile
6604,"2024-10-03 13:33:33",242,NULL,mobile
6605,"2025-06-26 16:25:06",726,notification,mobile
6606,"2024-10-10 05:29:22",3315,google,mobile
6607,"2025-02-06 16:10:35",4587,NULL,desktop
6608,"2025-04-02 10:34:41",3568,NULL,mobile
6609,"2025-04-11 08:33:20",3743,email,mobile
6610,"2025-02-20 12:49:30",1860,facebook,mobile
6611,"2024-09-07 09:12:56",4950,NULL,desktop
6612,"2025-05-20 11:43:18",2281,NULL,tablet
6613,"2025-02-14 01:25:35",1110,NULL,desktop
6614,"2025-04-08 08:50:20",1,NULL,mobile
6615,"2025-02-12 02:47:28",3833,NULL,mobile
6616,"2024-10-12 19:54:08",2479,NULL,mobile
6617,"2024-08-15 21:09:59",3278,google,mobile
6618,"2024-07-26 01:46:37",162,google,mobile
6619,"2025-06-27 07:44:05",1653,NULL,mobile
6620,"2025-06-15 15:25:37",4936,google,mobile
6621,"2024-10-25 05:24:24",4747,instagram,mobile
6622,"2024-11-23 16:31:01",2075,NULL,mobile
6623,"2025-04-16 00:13:50",4362,facebook,tablet
6624,"2025-03-14 13:45:36",4925,NULL,mobile
6625,"2024-08-06 01:48:29",755,NULL,mobile
6626,"2025-04-17 21:40:52",2296,google,desktop
6627,"2025-06-07 18:09:16",4757,NULL,mobile
6628,"2024-12-25 01:31:24",3054,google,mobile
6629,"2024-08-20 15:16:32",1065,google,tablet
6630,"2025-06-08 05:09:24",565,notification,mobile
6631,"2024-10-18 16:07:28",1529,NULL,tablet
6632,"2024-11-26 05:24:46",4154,email,mobile
6633,"2025-06-20 23:02:37",3521,NULL,tablet
6634,"2025-04-01 08:17:15",3304,google,mobile
6635,"2024-12-16 02:52:34",883,google,mobile
6636,"2024-08-01 10:53:52",3071,google,mobile
6637,"2024-08-25 22:54:19",4263,google,mobile
6638,"2025-05-09 05:33:20",4944,NULL,desktop
6639,"2025-05-14 08:20:02",3103,google,mobile
6640,"2025-05-30 06:23:24",4345,NULL,mobile
6641,"2024-08-10 04:54:48",4654,google,mobile
6642,"2024-12-05 17:11:17",4025,NULL,desktop
6643,"2025-04-20 09:49:58",1089,notification,mobile
6644,"2025-04-24 18:04:54",277,NULL,mobile
6645,"2025-01-18 13:37:16",4075,NULL,tablet
6646,"2024-12-19 10:04:22",4608,notification,mobile
6647,"2025-03-28 12:43:48",1358,NULL,mobile
6648,"2024-12-23 11:56:34",4447,facebook,tablet
6649,"2024-07-15 23:25:20",48,NULL,mobile
6650,"2024-07-20 14:49:25",4889,google,mobile
6651,"2024-09-02 21:18:12",864,NULL,mobile
6652,"2025-04-21 10:23:08",1030,instagram,mobile
6653,"2024-12-24 15:54:32",2105,notification,mobile
6654,"2025-04-21 09:48:28",3572,NULL,mobile
6655,"2024-10-28 22:50:50",647,email,mobile
6656,"2025-02-03 17:40:54",3661,google,mobile
6657,"2025-05-28 23:36:58",3649,instagram,desktop
6658,"2025-04-08 09:32:57",4446,NULL,mobile
6659,"2024-07-17 23:53:17",3932,facebook,desktop
6660,"2025-02-21 09:28:29",1256,google,mobile
6661,"2024-08-16 08:25:03",2206,google,mobile
6662,"2024-10-05 14:57:05",3258,notification,tablet
6663,"2024-07-17 07:00:10",2346,instagram,mobile
6664,"2024-10-15 10:33:15",2685,email,mobile
6665,"2025-06-19 18:36:05",309,google,mobile
6666,"2025-06-08 10:02:45",2978,google,mobile
6667,"2025-03-09 02:53:33",1574,NULL,tablet
6668,"2025-02-16 23:08:30",3037,google,mobile
6669,"2024-10-12 14:07:38",1746,instagram,tablet
6670,"2025-06-08 18:25:18",2686,instagram,desktop
6671,"2025-02-17 07:12:22",106,google,desktop
6672,"2025-05-18 02:31:30",2783,instagram,desktop
6673,"2025-02-16 20:57:29",2153,facebook,mobile
6674,"2024-08-30 12:05:37",106,notification,mobile
6675,"2025-05-27 09:47:15",1123,NULL,desktop
6676,"2024-08-23 02:53:20",2469,NULL,tablet
6677,"2025-05-15 09:50:40",1553,google,mobile
6678,"2024-12-23 09:03:07",4155,NULL,mobile
6679,"2025-03-19 20:31:46",2696,instagram,mobile
6680,"2024-07-06 01:29:06",263,notification,tablet
6681,"2024-12-13 23:18:17",2235,NULL,tablet
6682,"2024-07-14 12:33:17",39,google,mobile
6683,"2025-04-26 04:06:10",784,NULL,desktop
6684,"2025-05-29 07:50:19",288,instagram,mobile
6685,"2024-08-13 07:16:22",884,email,mobile
6686,"2025-03-05 22:34:48",1200,NULL,mobile
6687,"2025-01-28 02:08:45",2853,NULL,mobile
6688,"2024-11-28 03:01:22",4865,email,mobile
6689,"2024-12-30 00:17:47",1897,email,desktop
6690,"2024-08-29 11:46:32",3732,notification,mobile
6691,"2025-01-17 17:43:03",311,email,mobile
6692,"2024-08-21 09:30:38",119,instagram,mobile
6693,"2025-03-17 04:24:57",545,NULL,mobile
6694,"2024-09-24 17:11:05",4612,email,desktop
6695,"2024-10-09 14:22:35",2976,google,mobile
6696,"2024-10-23 04:04:27",4374,NULL,desktop
6697,"2025-05-14 17:22:29",4852,NULL,mobile
6698,"2025-05-13 00:04:26",3052,NULL,desktop
6699,"2025-01-11 22:48:35",1088,instagram,mobile
6700,"2024-11-21 04:16:20",2964,NULL,mobile
6701,"2025-05-28 14:19:31",113,NULL,mobile
6702,"2024-10-19 14:32:47",32,instagram,mobile
6703,"2025-04-18 02:50:29",689,facebook,mobile
6704,"2024-07-25 04:30:04",2609,NULL,mobile
6705,"2024-12-11 07:25:19",794,NULL,desktop
6706,"2024-08-10 02:36:18",272,instagram,mobile
6707,"2025-01-14 20:28:27",1529,facebook,mobile
6708,"2025-06-17 20:32:40",45,NULL,mobile
6709,"2024-07-11 02:46:10",1348,email,mobile
6710,"2025-06-20 01:37:43",1075,NULL,tablet
6711,"2024-09-08 10:40:42",2648,google,mobile
6712,"2024-08-01 12:50:00",4841,NULL,mobile
6713,"2025-05-27 15:53:52",4805,NULL,mobile
6714,"2024-08-16 23:30:34",4896,google,tablet
6715,"2025-04-09 01:04:51",3938,google,mobile
6716,"2025-04-14 19:58:39",1888,google,mobile
6717,"2024-09-10 10:33:31",2901,NULL,mobile
6718,"2024-10-23 09:41:23",387,google,mobile
6719,"2025-03-17 20:32:02",3286,NULL,tablet
6720,"2024-08-25 11:59:00",4592,NULL,mobile
6721,"2025-05-01 17:40:55",1160,facebook,mobile
6722,"2025-05-17 06:46:36",1595,google,mobile
6723,"2024-09-06 13:10:15",4666,NULL,mobile
6724,"2025-02-06 06:44:05",4668,google,mobile
6725,"2025-05-20 06:47:05",1853,NULL,mobile
6726,"2024-08-08 07:06:06",1142,NULL,mobile
6727,"2024-09-20 23:02:58",2716,google,mobile
6728,"2025-03-17 01:16:05",4631,notification,mobile
6729,"2025-05-02 18:00:24",485,email,mobile
6730,"2024-10-02 08:20:14",3963,NULL,mobile
6731,"2024-07-05 23:04:44",4281,NULL,mobile
6732,"2025-02-01 01:25:32",1729,google,mobile
6733,"2025-02-16 14:24:37",4232,google,desktop
6734,"2024-10-08 12:49:49",3934,notification,desktop
6735,"2025-06-28 10:02:02",1130,NULL,desktop
6736,"2024-09-05 06:18:01",4494,facebook,tablet
6737,"2024-12-24 13:53:25",1424,NULL,tablet
6738,"2025-02-22 13:11:37",1565,email,mobile
6739,"2025-01-09 12:17:37",3759,email,tablet
6740,"2025-02-15 22:20:52",1128,google,mobile
6741,"2024-11-26 22:28:46",2848,NULL,mobile
6742,"2025-05-05 22:02:11",2453,email,tablet
6743,"2025-05-31 04:44:39",4440,google,mobile
6744,"2025-04-23 21:35:46",4941,facebook,mobile
6745,"2025-02-08 15:57:46",1858,instagram,mobile
