food_item_id,restaurant_id,veg_nonveg,price,fooditem_name
677,224,non-veg,218,"Chicken 65"
678,85,veg,311,"Masala Dosa"
679,253,veg,216,"Paneer Tikka"
680,206,non-veg,142,"Chicken 65"
681,222,non-veg,186,"Chicken 65"
682,4,veg,197,"Chole Bhature"
683,97,non-veg,239,"Fish Curry"
684,222,non-veg,203,"Butter Chicken"
685,88,veg,254,"Paneer Tikka"
686,43,non-veg,131,"Fish Curry"
687,145,veg,251,"Chole Bhature"
688,40,non-veg,194,"Chicken Biryani"
689,15,non-veg,282,"Fish Curry"
690,2,non-veg,181,"Chicken 65"
691,281,non-veg,343,"Mutton Rogan Josh"
692,229,veg,327,"Masala Dosa"
693,259,non-veg,282,"Mutton Rogan Josh"
694,26,veg,241,"Aloo Paratha"
695,13,non-veg,209,"Mutton Rogan Josh"
696,21,non-veg,211,"Chicken 65"
697,168,veg,204,"Paneer Tikka"
698,227,veg,295,"Veg Biryani"
699,125,veg,129,"Aloo Paratha"
700,61,veg,193,"Masala Dosa"
701,56,veg,157,"Masala Dosa"
702,131,veg,264,"Veg Biryani"
703,197,veg,223,"Paneer Tikka"
704,187,veg,148,"Masala Dosa"
705,206,non-veg,228,"Chicken Biryani"
706,140,non-veg,214,"Chicken Biryani"
707,236,veg,224,"Veg Biryani"
708,226,non-veg,274,"Chicken 65"
709,100,veg,279,"Masala Dosa"
710,29,non-veg,181,"Chicken 65"
711,153,veg,199,"Masala Dosa"
712,296,veg,182,"Paneer Tikka"
713,172,non-veg,303,"Mutton Rogan Josh"
714,238,non-veg,233,"Mutton Rogan Josh"
715,300,non-veg,236,"Butter Chicken"
716,15,veg,143,"Veg Biryani"
717,49,non-veg,223,"Mutton Rogan Josh"
718,39,non-veg,207,"Mutton Rogan Josh"
719,67,veg,172,"Masala Dosa"
720,129,non-veg,254,"Butter Chicken"
721,259,veg,192,"Veg Biryani"
722,166,veg,197,"Masala Dosa"
723,94,non-veg,293,"Chicken 65"
724,121,non-veg,207,"Chicken 65"
725,235,veg,225,"Aloo Paratha"
726,111,non-veg,218,"Mutton Rogan Josh"
727,84,non-veg,276,"Chicken Biryani"
728,295,non-veg,203,"Mutton Rogan Josh"
729,197,non-veg,204,"Chicken 65"
730,70,non-veg,233,"Butter Chicken"
731,164,non-veg,177,"Fish Curry"
732,40,non-veg,193,"Mutton Rogan Josh"
733,80,non-veg,199,"Butter Chicken"
734,121,non-veg,319,"Chicken Biryani"
735,81,veg,260,"Paneer Tikka"
736,100,veg,214,"Chole Bhature"
737,60,non-veg,206,"Butter Chicken"
738,204,veg,299,"Chole Bhature"
739,91,non-veg,194,"Butter Chicken"
740,271,non-veg,268,"Butter Chicken"
741,100,non-veg,176,"Mutton Rogan Josh"
742,142,non-veg,176,"Fish Curry"
743,157,veg,285,"Chole Bhature"
744,76,veg,232,"Paneer Tikka"
745,174,non-veg,208,"Chicken 65"
746,291,non-veg,255,"Mutton Rogan Josh"
747,86,veg,244,"Aloo Paratha"
748,92,non-veg,259,"Mutton Rogan Josh"
749,57,non-veg,148,"Chicken Biryani"
750,63,non-veg,321,"Fish Curry"
751,89,non-veg,181,"Mutton Rogan Josh"
752,257,non-veg,244,"Butter Chicken"
753,105,non-veg,309,"Butter Chicken"
754,192,veg,130,"Chole Bhature"
755,32,non-veg,233,"Fish Curry"
756,134,non-veg,258,"Chicken Biryani"
757,143,non-veg,182,"Chicken 65"
758,25,non-veg,247,"Mutton Rogan Josh"
759,134,non-veg,115,"Butter Chicken"
760,258,veg,235,"Masala Dosa"
761,154,veg,266,"Veg Biryani"
762,87,non-veg,207,"Butter Chicken"
763,37,non-veg,209,"Mutton Rogan Josh"
764,216,non-veg,198,"Chicken Biryani"
765,194,non-veg,309,"Butter Chicken"
766,159,veg,218,"Masala Dosa"
767,266,non-veg,198,"Chicken 65"
768,198,non-veg,173,"Chicken Biryani"
769,137,non-veg,146,"Chicken Biryani"
770,53,veg,140,"Masala Dosa"
771,72,veg,164,"Paneer Tikka"
772,1,non-veg,246,"Chicken Biryani"
773,85,non-veg,163,"Chicken 65"
774,58,veg,270,"Paneer Tikka"
775,41,non-veg,245,"Chicken 65"
776,73,non-veg,326,"Chicken Biryani"
777,203,non-veg,292,"Chicken 65"
778,259,non-veg,119,"Butter Chicken"
779,35,non-veg,204,"Chicken Biryani"
780,70,non-veg,222,"Mutton Rogan Josh"
781,115,non-veg,239,"Butter Chicken"
782,35,non-veg,190,"Chicken 65"
783,266,non-veg,259,"Chicken 65"
784,234,non-veg,300,"Mutton Rogan Josh"
785,110,non-veg,207,"Chicken 65"
786,118,veg,267,"Chole Bhature"
787,245,non-veg,235,"Chicken 65"
788,200,non-veg,222,"Mutton Rogan Josh"
789,160,veg,202,"Paneer Tikka"
790,140,veg,171,"Chole Bhature"
791,118,veg,254,"Masala Dosa"
792,14,veg,249,"Aloo Paratha"
793,197,non-veg,316,"Chicken Biryani"
794,109,non-veg,305,"Fish Curry"
795,202,veg,161,"Veg Biryani"
796,88,veg,239,"Paneer Tikka"
797,149,veg,156,"Veg Biryani"
798,195,non-veg,243,"Fish Curry"
799,270,veg,280,"Masala Dosa"
800,177,non-veg,253,"Chicken Biryani"
801,120,non-veg,208,"Mutton Rogan Josh"
802,173,veg,244,"Chole Bhature"
803,241,non-veg,151,"Chicken 65"
804,229,non-veg,281,"Fish Curry"
805,235,veg,276,"Veg Biryani"
806,287,non-veg,161,"Butter Chicken"
807,88,veg,294,"Chole Bhature"
808,215,non-veg,221,"Chicken 65"
809,43,non-veg,241,"Fish Curry"
810,81,non-veg,240,"Chicken 65"
811,141,non-veg,253,"Fish Curry"
812,108,non-veg,145,"Mutton Rogan Josh"
813,73,veg,271,"Masala Dosa"
814,138,veg,115,"Veg Biryani"
815,287,non-veg,164,"Chicken Biryani"
816,66,non-veg,234,"Butter Chicken"
817,241,non-veg,294,"Butter Chicken"
818,36,veg,334,"Aloo Paratha"
819,193,veg,192,"Chole Bhature"
820,214,veg,227,"Chole Bhature"
821,86,veg,237,"Chole Bhature"
822,182,veg,212,"Paneer Tikka"
823,105,non-veg,126,"Mutton Rogan Josh"
824,270,non-veg,211,"Chicken 65"
825,230,veg,219,"Aloo Paratha"
826,179,veg,317,"Masala Dosa"
827,22,non-veg,207,"Chicken Biryani"
828,247,veg,168,"Veg Biryani"
829,104,veg,259,"Paneer Tikka"
830,150,non-veg,244,"Chicken Biryani"
831,128,non-veg,152,"Mutton Rogan Josh"
832,9,veg,248,"Paneer Tikka"
833,284,veg,204,"Masala Dosa"
834,17,veg,267,"Veg Biryani"
835,256,non-veg,219,"Mutton Rogan Josh"
836,214,non-veg,227,"Mutton Rogan Josh"
837,183,non-veg,156,"Fish Curry"
838,107,non-veg,198,"Chicken 65"
839,129,veg,226,"Chole Bhature"
840,56,veg,200,"Masala Dosa"
841,294,non-veg,186,"Fish Curry"
842,26,veg,251,"Masala Dosa"
843,97,veg,163,"Masala Dosa"
844,160,non-veg,202,"Fish Curry"
845,238,veg,212,"Masala Dosa"
846,9,non-veg,310,"Butter Chicken"
847,8,non-veg,163,"Mutton Rogan Josh"
848,164,veg,268,"Chole Bhature"
849,245,non-veg,220,"Butter Chicken"
850,147,veg,218,"Chole Bhature"
851,233,non-veg,150,"Butter Chicken"
852,299,non-veg,238,"Chicken Biryani"
853,245,veg,129,"Chole Bhature"
854,81,veg,216,"Chole Bhature"
855,233,non-veg,215,"Chicken Biryani"
856,280,veg,154,"Aloo Paratha"
857,154,non-veg,234,"Chicken Biryani"
858,299,veg,215,"Aloo Paratha"
859,202,non-veg,219,"Fish Curry"
860,165,veg,206,"Masala Dosa"
861,16,non-veg,190,"Chicken Biryani"
862,156,veg,274,"Aloo Paratha"
863,276,non-veg,258,"Fish Curry"
864,5,veg,295,"Aloo Paratha"
865,250,non-veg,192,"Chicken Biryani"
866,193,non-veg,253,"Chicken Biryani"
867,217,non-veg,284,"Butter Chicken"
868,23,veg,196,"Aloo Paratha"
869,30,non-veg,282,"Chicken Biryani"
870,17,non-veg,242,"Butter Chicken"
871,22,veg,177,"Paneer Tikka"
872,114,non-veg,319,"Chicken Biryani"
873,66,veg,281,"Veg Biryani"
874,180,non-veg,252,"Fish Curry"
875,250,non-veg,227,"Fish Curry"
876,258,veg,299,"Masala Dosa"
877,251,non-veg,158,"Chicken Biryani"
878,217,non-veg,349,"Chicken 65"
879,36,non-veg,314,"Fish Curry"
880,57,non-veg,312,"Fish Curry"
881,214,veg,230,"Veg Biryani"
882,23,veg,280,"Veg Biryani"
883,199,non-veg,184,"Mutton Rogan Josh"
884,175,non-veg,220,"Fish Curry"
885,60,veg,211,"Masala Dosa"
886,213,veg,182,"Masala Dosa"
887,191,veg,214,"Aloo Paratha"
888,203,non-veg,207,"Chicken Biryani"
889,42,veg,330,"Veg Biryani"
890,160,non-veg,239,"Chicken 65"
891,270,non-veg,325,"Chicken 65"
892,210,veg,281,"Paneer Tikka"
893,115,veg,246,"Chole Bhature"
894,27,non-veg,195,"Butter Chicken"
895,93,non-veg,213,"Chicken 65"
896,217,non-veg,131,"Butter Chicken"
897,62,veg,239,"Veg Biryani"
898,6,veg,201,"Veg Biryani"
899,56,veg,333,"Aloo Paratha"
900,218,veg,191,"Veg Biryani"
901,269,non-veg,227,"Fish Curry"
902,3,non-veg,171,"Butter Chicken"
903,7,non-veg,250,"Butter Chicken"
904,241,veg,278,"Chole Bhature"
905,192,non-veg,267,"Chicken 65"
906,86,non-veg,176,"Chicken Biryani"
907,5,veg,249,"Masala Dosa"
908,241,veg,159,"Paneer Tikka"
909,158,veg,235,"Veg Biryani"
910,106,non-veg,245,"Butter Chicken"
911,175,non-veg,152,"Chicken Biryani"
912,7,veg,209,"Aloo Paratha"
913,299,non-veg,290,"Chicken 65"
914,72,veg,193,"Aloo Paratha"
915,33,veg,224,"Paneer Tikka"
916,258,veg,169,"Veg Biryani"
917,108,non-veg,249,"Mutton Rogan Josh"
918,118,non-veg,260,"Chicken 65"
919,90,veg,226,"Masala Dosa"
920,168,non-veg,150,"Fish Curry"
921,103,non-veg,150,"Chicken 65"
922,143,veg,254,"Masala Dosa"
923,112,non-veg,212,"Butter Chicken"
924,103,veg,281,"Chole Bhature"
925,65,non-veg,268,"Fish Curry"
926,51,non-veg,267,"Chicken Biryani"
927,28,non-veg,280,"Mutton Rogan Josh"
928,285,veg,218,"Veg Biryani"
929,65,non-veg,191,"Fish Curry"
930,150,veg,185,"Aloo Paratha"
931,259,veg,207,"Aloo Paratha"
932,3,veg,185,"Chole Bhature"
933,240,non-veg,220,"Mutton Rogan Josh"
934,295,veg,172,"Masala Dosa"
935,210,non-veg,240,"Mutton Rogan Josh"
936,71,veg,289,"Masala Dosa"
937,56,non-veg,196,"Fish Curry"
938,68,non-veg,276,"Chicken 65"
939,298,non-veg,250,"Butter Chicken"
940,164,non-veg,310,"Mutton Rogan Josh"
941,203,veg,328,"Masala Dosa"
942,176,non-veg,207,"Chicken Biryani"
943,299,veg,264,"Chole Bhature"
944,205,non-veg,160,"Chicken 65"
945,107,non-veg,244,"Chicken 65"
946,197,veg,246,"Paneer Tikka"
947,45,veg,209,"Veg Biryani"
948,197,veg,282,"Aloo Paratha"
949,118,non-veg,316,"Chicken Biryani"
950,274,veg,117,"Veg Biryani"
951,72,veg,272,"Masala Dosa"
952,282,veg,122,"Paneer Tikka"
953,296,non-veg,331,"Mutton Rogan Josh"
954,220,veg,124,"Veg Biryani"
955,103,non-veg,201,"Butter Chicken"
956,258,veg,253,"Veg Biryani"
957,248,veg,206,"Veg Biryani"
958,297,veg,234,"Chole Bhature"
959,252,non-veg,279,"Butter Chicken"
960,251,non-veg,206,"Chicken Biryani"
961,201,non-veg,238,"Butter Chicken"
962,39,non-veg,193,"Fish Curry"
963,175,non-veg,340,"Mutton Rogan Josh"
964,124,veg,294,"Chole Bhature"
965,220,veg,249,"Paneer Tikka"
966,170,veg,162,"Paneer Tikka"
967,217,non-veg,209,"Butter Chicken"
968,254,veg,255,"Paneer Tikka"
969,265,veg,124,"Chole Bhature"
970,151,non-veg,286,"Chicken Biryani"
971,240,veg,121,"Paneer Tikka"
972,297,veg,210,"Paneer Tikka"
973,266,non-veg,262,"Fish Curry"
974,119,non-veg,198,"Mutton Rogan Josh"
975,206,veg,189,"Aloo Paratha"
976,284,non-veg,153,"Chicken Biryani"
977,295,non-veg,275,"Chicken 65"
978,35,veg,164,"Masala Dosa"
979,7,non-veg,180,"Fish Curry"
980,90,non-veg,135,"Chicken Biryani"
981,299,veg,286,"Masala Dosa"
982,154,veg,179,"Aloo Paratha"
983,296,non-veg,251,"Chicken Biryani"
984,161,non-veg,188,"Chicken 65"
985,117,veg,285,"Masala Dosa"
986,215,non-veg,319,"Mutton Rogan Josh"
987,19,non-veg,288,"Butter Chicken"
988,37,veg,156,"Chole Bhature"
989,289,non-veg,245,"Chicken 65"
990,147,non-veg,127,"Butter Chicken"
991,262,veg,171,"Veg Biryani"
992,292,veg,325,"Aloo Paratha"
993,5,veg,293,"Veg Biryani"
994,125,veg,191,"Paneer Tikka"
995,179,non-veg,193,"Chicken 65"
996,61,veg,231,"Masala Dosa"
997,40,non-veg,167,"Chicken 65"
998,175,non-veg,266,"Mutton Rogan Josh"
999,253,veg,151,"Aloo Paratha"
1000,18,veg,256,"Paneer Tikka"
1001,272,non-veg,314,"Fish Curry"
1002,139,veg,211,"Chole Bhature"
1003,122,veg,156,"Masala Dosa"
1004,194,non-veg,290,"Mutton Rogan Josh"
1005,57,veg,317,"Chole Bhature"
1006,90,non-veg,262,"Fish Curry"
1007,33,veg,242,"Veg Biryani"
1008,245,non-veg,191,"Fish Curry"
1009,162,veg,190,"Veg Biryani"
1010,182,non-veg,279,"Fish Curry"
1011,266,veg,224,"Chole Bhature"
1012,294,veg,297,"Paneer Tikka"
1013,54,veg,250,"Paneer Tikka"
1014,244,veg,257,"Masala Dosa"
1015,39,non-veg,227,"Mutton Rogan Josh"
1016,216,non-veg,277,"Chicken Biryani"
1017,31,non-veg,152,"Chicken 65"
1018,259,veg,267,"Paneer Tikka"
1019,133,non-veg,204,"Fish Curry"
1020,91,non-veg,274,"Fish Curry"
1021,27,veg,283,"Chole Bhature"
1022,193,veg,261,"Masala Dosa"
1023,277,veg,230,"Masala Dosa"
1024,71,non-veg,170,"Fish Curry"
1025,174,veg,296,"Chole Bhature"
1026,241,veg,125,"Veg Biryani"
1027,104,veg,223,"Chole Bhature"
1028,238,veg,213,"Veg Biryani"
1029,83,non-veg,337,"Chicken 65"
1030,129,non-veg,238,"Mutton Rogan Josh"
1031,111,non-veg,214,"Chicken Biryani"
1032,143,non-veg,309,"Chicken 65"
1033,95,non-veg,160,"Chicken 65"
1034,63,veg,263,"Masala Dosa"
1035,47,veg,247,"Masala Dosa"
1036,1,non-veg,205,"Butter Chicken"
1037,297,non-veg,344,"Chicken Biryani"
1038,185,non-veg,218,"Fish Curry"
1039,33,veg,229,"Chole Bhature"
1040,44,non-veg,165,"Chicken Biryani"
1041,178,non-veg,154,"Butter Chicken"
1042,82,veg,208,"Veg Biryani"
1043,168,non-veg,179,"Chicken 65"
1044,229,non-veg,181,"Fish Curry"
1045,219,non-veg,160,"Butter Chicken"
1046,76,non-veg,273,"Chicken Biryani"
1047,89,non-veg,238,"Chicken 65"
1048,150,veg,254,"Chole Bhature"
1049,26,veg,145,"Masala Dosa"
1050,186,non-veg,240,"Butter Chicken"
1051,203,non-veg,203,"Butter Chicken"
1052,40,non-veg,135,"Butter Chicken"
1053,284,non-veg,131,"Mutton Rogan Josh"
1054,241,veg,252,"Veg Biryani"
1055,264,veg,273,"Masala Dosa"
1056,208,non-veg,178,"Chicken 65"
1057,256,non-veg,133,"Chicken 65"
1058,222,veg,265,"Chole Bhature"
1059,18,veg,132,"Paneer Tikka"
1060,199,non-veg,294,"Butter Chicken"
1061,221,veg,237,"Masala Dosa"
1062,186,non-veg,183,"Fish Curry"
1063,2,non-veg,274,"Mutton Rogan Josh"
1064,78,veg,164,"Aloo Paratha"
1065,54,veg,248,"Aloo Paratha"
1066,41,veg,299,"Veg Biryani"
1067,23,veg,309,"Masala Dosa"
1068,4,non-veg,179,"Mutton Rogan Josh"
1069,54,non-veg,263,"Fish Curry"
1070,103,veg,248,"Veg Biryani"
1071,160,non-veg,209,"Chicken Biryani"
1072,200,non-veg,242,"Chicken 65"
1073,164,non-veg,245,"Butter Chicken"
1074,39,non-veg,152,"Fish Curry"
1075,141,veg,248,"Masala Dosa"
1076,178,non-veg,211,"Fish Curry"
1077,236,veg,185,"Paneer Tikka"
1078,238,veg,261,"Aloo Paratha"
1079,13,veg,190,"Masala Dosa"
1080,178,veg,268,"Veg Biryani"
1081,49,non-veg,202,"Chicken 65"
1082,114,veg,183,"Paneer Tikka"
1083,131,non-veg,278,"Chicken 65"
1084,183,non-veg,163,"Chicken Biryani"
1085,150,veg,146,"Masala Dosa"
1086,260,veg,246,"Chole Bhature"
1087,25,non-veg,226,"Butter Chicken"
1088,201,veg,244,"Paneer Tikka"
1089,214,non-veg,153,"Butter Chicken"
1090,168,veg,252,"Veg Biryani"
1091,70,non-veg,167,"Chicken 65"
1092,152,veg,174,"Paneer Tikka"
1093,188,veg,226,"Masala Dosa"
1094,204,veg,229,"Masala Dosa"
1095,259,non-veg,165,"Fish Curry"
1096,247,non-veg,185,"Fish Curry"
1097,300,non-veg,298,"Butter Chicken"
1098,269,veg,134,"Masala Dosa"
1099,268,non-veg,229,"Fish Curry"
1100,148,non-veg,238,"Butter Chicken"
1101,24,non-veg,156,"Chicken Biryani"
1102,140,non-veg,149,"Chicken Biryani"
1103,162,veg,170,"Aloo Paratha"
1104,239,non-veg,128,"Butter Chicken"
1105,27,non-veg,201,"Fish Curry"
1106,241,veg,131,"Aloo Paratha"
1107,242,veg,284,"Veg Biryani"
1108,6,veg,255,"Masala Dosa"
1109,183,non-veg,315,"Chicken 65"
1110,142,non-veg,310,"Fish Curry"
1111,107,non-veg,270,"Fish Curry"
1112,194,non-veg,213,"Mutton Rogan Josh"
1113,70,veg,162,"Veg Biryani"
1114,150,non-veg,150,"Fish Curry"
1115,4,veg,149,"Aloo Paratha"
1116,224,veg,220,"Aloo Paratha"
1117,183,veg,258,"Aloo Paratha"
1118,3,non-veg,237,"Butter Chicken"
1119,187,veg,137,"Veg Biryani"
1120,203,non-veg,251,"Mutton Rogan Josh"
1121,68,non-veg,245,"Mutton Rogan Josh"
1122,287,veg,210,"Masala Dosa"
1123,219,veg,177,"Veg Biryani"
1124,236,non-veg,150,"Butter Chicken"
1125,128,non-veg,260,"Butter Chicken"
1126,138,veg,264,"Aloo Paratha"
1127,113,veg,270,"Masala Dosa"
1128,124,non-veg,295,"Butter Chicken"
1129,22,non-veg,242,"Butter Chicken"
1130,122,non-veg,132,"Chicken Biryani"
1131,131,non-veg,242,"Fish Curry"
1132,140,non-veg,301,"Butter Chicken"
1133,238,veg,207,"Chole Bhature"
1134,295,non-veg,185,"Mutton Rogan Josh"
1135,159,non-veg,296,"Mutton Rogan Josh"
1136,295,non-veg,227,"Mutton Rogan Josh"
1137,49,veg,262,"Masala Dosa"
1138,11,non-veg,228,"Mutton Rogan Josh"
1139,278,veg,171,"Paneer Tikka"
1140,151,veg,293,"Veg Biryani"
1141,220,non-veg,225,"Butter Chicken"
1142,83,veg,313,"Aloo Paratha"
1143,234,non-veg,294,"Chicken Biryani"
1144,296,veg,269,"Veg Biryani"
1145,237,veg,215,"Masala Dosa"
1146,158,veg,171,"Paneer Tikka"
1147,276,non-veg,278,"Mutton Rogan Josh"
1148,231,veg,232,"Masala Dosa"
1149,245,veg,223,"Aloo Paratha"
1150,284,veg,237,"Aloo Paratha"
1151,86,non-veg,309,"Chicken 65"
1152,188,veg,189,"Chole Bhature"
1153,208,veg,162,"Aloo Paratha"
1154,179,non-veg,243,"Fish Curry"
1155,117,veg,243,"Chole Bhature"
1156,214,veg,249,"Paneer Tikka"
1157,189,non-veg,228,"Mutton Rogan Josh"
1158,64,non-veg,271,"Chicken 65"
1159,131,veg,273,"Chole Bhature"
1160,2,veg,264,"Paneer Tikka"
1161,19,non-veg,163,"Fish Curry"
1162,77,veg,214,"Paneer Tikka"
1163,160,veg,322,"Veg Biryani"
1164,82,non-veg,235,"Chicken 65"
1165,91,non-veg,235,"Fish Curry"
1166,106,non-veg,299,"Fish Curry"
1167,295,veg,236,"Chole Bhature"
1168,100,non-veg,262,"Mutton Rogan Josh"
1169,142,non-veg,283,"Fish Curry"
1170,287,veg,233,"Veg Biryani"
1171,31,non-veg,211,"Butter Chicken"
1172,182,veg,314,"Veg Biryani"
1173,236,veg,190,"Aloo Paratha"
1174,206,veg,234,"Paneer Tikka"
1175,115,veg,147,"Chole Bhature"
1176,180,non-veg,180,"Chicken Biryani"
1177,62,veg,253,"Paneer Tikka"
1178,254,non-veg,240,"Fish Curry"
1179,1,non-veg,233,"Chicken Biryani"
1180,295,non-veg,266,"Chicken Biryani"
1181,110,non-veg,227,"Chicken Biryani"
1182,92,non-veg,178,"Butter Chicken"
1183,151,veg,195,"Aloo Paratha"
1184,250,non-veg,184,"Mutton Rogan Josh"
1185,86,non-veg,207,"Chicken Biryani"
1186,160,veg,209,"Paneer Tikka"
1187,295,veg,244,"Chole Bhature"
1188,216,non-veg,201,"Mutton Rogan Josh"
1189,215,veg,268,"Chole Bhature"
1190,263,veg,239,"Paneer Tikka"
1191,224,veg,215,"Veg Biryani"
1192,164,non-veg,231,"Chicken Biryani"
1193,202,veg,139,"Masala Dosa"
1194,242,veg,244,"Paneer Tikka"
1195,80,veg,261,"Veg Biryani"
1196,223,non-veg,137,"Fish Curry"
1197,167,veg,175,"Masala Dosa"
1198,59,non-veg,191,"Chicken 65"
1199,172,veg,348,"Masala Dosa"
1200,223,veg,173,"Veg Biryani"
1201,188,veg,174,"Masala Dosa"
1202,171,non-veg,152,"Butter Chicken"
1203,115,non-veg,307,"Mutton Rogan Josh"
1204,152,non-veg,301,"Fish Curry"
1205,69,non-veg,170,"Chicken Biryani"
1206,16,non-veg,283,"Chicken Biryani"
1207,188,non-veg,186,"Chicken Biryani"
1208,192,veg,277,"Aloo Paratha"
1209,137,non-veg,164,"Chicken Biryani"
1210,176,non-veg,300,"Butter Chicken"
1211,288,non-veg,221,"Chicken 65"
1212,127,non-veg,111,"Mutton Rogan Josh"
1213,197,veg,273,"Chole Bhature"
1214,33,non-veg,275,"Chicken Biryani"
1215,186,veg,246,"Aloo Paratha"
1216,267,non-veg,197,"Chicken 65"
1217,35,veg,252,"Veg Biryani"
1218,137,non-veg,172,"Fish Curry"
1219,34,non-veg,228,"Mutton Rogan Josh"
1220,58,veg,175,"Chole Bhature"
1221,204,non-veg,190,"Mutton Rogan Josh"
1222,77,non-veg,169,"Fish Curry"
1223,73,veg,330,"Chole Bhature"
1224,21,veg,182,"Paneer Tikka"
1225,271,veg,287,"Masala Dosa"
1226,38,non-veg,263,"Chicken Biryani"
1227,127,non-veg,200,"Fish Curry"
1228,70,non-veg,238,"Chicken 65"
1229,128,veg,170,"Paneer Tikka"
1230,166,veg,339,"Chole Bhature"
1231,22,veg,151,"Chole Bhature"
1232,111,non-veg,151,"Chicken Biryani"
1233,284,veg,239,"Paneer Tikka"
1234,114,non-veg,302,"Chicken 65"
1235,20,veg,259,"Paneer Tikka"
1236,36,veg,295,"Veg Biryani"
1237,292,non-veg,137,"Mutton Rogan Josh"
1238,39,veg,325,"Chole Bhature"
1239,230,non-veg,247,"Fish Curry"
1240,59,veg,220,"Chole Bhature"
1241,204,veg,226,"Paneer Tikka"
1242,261,non-veg,297,"Chicken 65"
1243,39,veg,138,"Veg Biryani"
1244,1,veg,176,"Masala Dosa"
1245,222,non-veg,277,"Mutton Rogan Josh"
1246,254,veg,240,"Veg Biryani"
1247,252,veg,175,"Masala Dosa"
1248,295,non-veg,198,"Chicken Biryani"
1249,257,non-veg,208,"Fish Curry"
1250,204,non-veg,203,"Fish Curry"
1251,74,non-veg,234,"Butter Chicken"
1252,66,veg,197,"Paneer Tikka"
1253,139,non-veg,156,"Mutton Rogan Josh"
1254,96,non-veg,269,"Chicken Biryani"
1255,292,non-veg,226,"Fish Curry"
1256,165,non-veg,167,"Chicken Biryani"
1257,166,veg,210,"Aloo Paratha"
1258,19,veg,205,"Chole Bhature"
1259,73,non-veg,257,"Chicken 65"
1260,290,veg,125,"Aloo Paratha"
1261,222,non-veg,198,"Fish Curry"
1262,92,non-veg,189,"Chicken 65"
1263,235,non-veg,178,"Butter Chicken"
1264,213,veg,247,"Paneer Tikka"
1265,241,non-veg,280,"Butter Chicken"
1266,63,veg,282,"Aloo Paratha"
1267,174,non-veg,213,"Chicken 65"
1268,83,veg,124,"Aloo Paratha"
1269,233,non-veg,192,"Chicken Biryani"
1270,216,veg,229,"Aloo Paratha"
1271,10,veg,257,"Veg Biryani"
1272,137,non-veg,292,"Butter Chicken"
1273,110,non-veg,284,"Chicken Biryani"
1274,127,veg,250,"Paneer Tikka"
1275,96,veg,315,"Paneer Tikka"
1276,219,non-veg,193,"Chicken 65"
1277,218,non-veg,260,"Mutton Rogan Josh"
1278,241,non-veg,209,"Butter Chicken"
1279,50,veg,137,"Paneer Tikka"
1280,283,veg,195,"Aloo Paratha"
1281,240,veg,123,"Veg Biryani"
1282,280,non-veg,312,"Mutton Rogan Josh"
1283,178,veg,282,"Masala Dosa"
1284,73,veg,184,"Chole Bhature"
1285,67,veg,208,"Chole Bhature"
1286,253,non-veg,244,"Mutton Rogan Josh"
1287,234,non-veg,260,"Fish Curry"
1288,174,veg,201,"Masala Dosa"
1289,96,veg,291,"Paneer Tikka"
1290,270,non-veg,162,"Mutton Rogan Josh"
1291,194,veg,230,"Aloo Paratha"
1292,274,non-veg,335,"Chicken 65"
1293,153,veg,270,"Paneer Tikka"
1294,237,non-veg,261,"Chicken 65"
1295,189,non-veg,317,"Mutton Rogan Josh"
1296,29,non-veg,251,"Chicken 65"
1297,91,non-veg,129,"Butter Chicken"
1298,77,non-veg,172,"Fish Curry"
1299,215,non-veg,242,"Chicken 65"
1300,228,non-veg,202,"Chicken 65"
1301,267,non-veg,297,"Butter Chicken"
1302,41,veg,215,"Aloo Paratha"
1303,168,veg,199,"Paneer Tikka"
1304,225,veg,265,"Masala Dosa"
1305,27,veg,252,"Aloo Paratha"
1306,110,non-veg,281,"Mutton Rogan Josh"
1307,71,non-veg,261,"Butter Chicken"
1308,181,non-veg,346,"Chicken 65"
1309,238,veg,209,"Veg Biryani"
1310,70,veg,201,"Paneer Tikka"
1311,12,veg,260,"Paneer Tikka"
1312,92,non-veg,190,"Mutton Rogan Josh"
1313,203,veg,192,"Chole Bhature"
1314,251,non-veg,170,"Chicken 65"
1315,130,veg,290,"Aloo Paratha"
1316,228,veg,314,"Paneer Tikka"
1317,5,veg,270,"Chole Bhature"
1318,264,non-veg,174,"Butter Chicken"
1319,90,non-veg,312,"Fish Curry"
1320,217,non-veg,255,"Butter Chicken"
1321,265,veg,173,"Paneer Tikka"
1322,234,veg,198,"Aloo Paratha"
1323,170,veg,238,"Masala Dosa"
1324,132,veg,200,"Masala Dosa"
1325,222,non-veg,300,"Fish Curry"
1326,248,non-veg,191,"Mutton Rogan Josh"
1327,67,non-veg,291,"Fish Curry"
1328,166,veg,202,"Masala Dosa"
1329,5,non-veg,179,"Chicken 65"
1330,132,veg,338,"Veg Biryani"
1331,39,veg,208,"Aloo Paratha"
1332,44,veg,274,"Veg Biryani"
1333,202,non-veg,304,"Mutton Rogan Josh"
1334,140,non-veg,224,"Butter Chicken"
1335,236,veg,195,"Masala Dosa"
1336,189,non-veg,226,"Mutton Rogan Josh"
1337,26,veg,194,"Masala Dosa"
1338,199,non-veg,305,"Butter Chicken"
