order_id,order_time,delivery_time,app_session_id,delivery_agent_id,restaurant_id,primary_product_id,delivery_fee_paid,payment_mode,sales_quantity,total_price,delivery_flag,order_day,order_month,order_year,min_time_delivery,order_hour,weekday(order_time)
1285,"2025-04-10 04:02:55","2025-04-10 05:15:55",6830,1945,23,1067,43,Wallet,2,559,Paid,10,4,2025,73,4,3
1286,"2024-10-15 10:03:39","2024-10-15 10:42:39",4267,1039,84,4716,48,Card,2,531,Paid,15,10,2024,39,10,1
1287,"2024-09-28 10:59:32","2024-09-28 12:28:32",8733,1037,24,3772,43,UPI,2,395,Paid,28,9,2024,89,10,5
1288,"2024-08-28 01:31:05","2024-08-28 02:03:05",10042,1351,160,4550,38,Cash,3,688,Paid,28,8,2024,32,1,2
1289,"2024-09-26 08:05:31","2024-09-26 08:39:31",7967,1032,17,870,52,UPI,4,875,Paid,26,9,2024,34,8,3
1290,"2025-01-14 04:28:11","2025-01-14 05:41:11",11651,1326,157,4675,0,Cash,3,639,Complimentary,14,1,2025,73,4,1
1291,"2024-10-09 05:50:30","2024-10-09 06:42:30",4647,1300,1,772,20,Cash,1,246,Paid,9,10,2024,52,5,2
1292,"2024-11-03 18:47:59","2024-11-03 19:08:59",19960,1575,40,4211,23,Cash,2,438,Paid,3,11,2024,21,18,6
1293,"2024-10-07 15:46:26","2024-10-07 16:19:26",18398,1763,219,3590,28,Wallet,4,938,Paid,7,10,2024,33,15,0
1294,"2025-05-05 07:48:53","2025-05-05 09:13:53",5,1986,227,4619,25,Cash,4,825,Paid,5,5,2025,85,7,0
1295,"2024-11-23 00:24:51","2024-11-23 00:53:51",18020,1772,298,218,0,Wallet,2,418,Complimentary,23,11,2024,29,0,5
1296,"2025-04-29 02:18:31","2025-04-29 03:35:31",12130,1433,122,1130,60,Cash,1,132,Paid,29,4,2025,77,2,1
1297,"2024-10-06 22:24:26","2024-10-06 23:03:26",17065,1284,224,490,25,Wallet,4,851,Paid,6,10,2024,39,22,6
1298,"2025-06-30 05:47:49","2025-06-30 06:56:49",4006,1846,264,175,25,Wallet,5,1133,Paid,30,6,2025,69,5,0
1299,"2024-11-28 16:13:23","2024-11-28 17:12:23",16241,1496,11,4484,55,Card,3,619,Paid,28,11,2024,59,16,3
1300,"2024-07-08 21:33:18","2024-07-08 22:40:18",8020,1539,137,769,60,Card,5,943,Paid,8,7,2024,67,21,0
1301,"2025-06-17 20:15:39","2025-06-17 20:58:39",14248,1131,76,4633,54,Card,5,1170,Paid,17,6,2025,43,20,1
1302,"2024-08-04 00:01:49","2024-08-04 00:59:49",7203,1507,293,2939,50,Cash,5,1039,Paid,4,8,2024,58,0,6
1303,"2025-04-09 03:22:28","2025-04-09 04:41:28",12713,1793,147,381,36,UPI,2,389,Paid,9,4,2025,79,3,2
1304,"2025-04-25 22:56:40","2025-04-26 00:03:40",19230,1769,44,3426,29,Wallet,4,936,Paid,25,4,2025,67,22,4
1305,"2025-05-31 01:04:03","2025-05-31 02:13:03",8755,1008,13,2647,41,Card,5,1118,Paid,31,5,2025,69,1,5
1306,"2025-05-08 12:54:50","2025-05-08 14:00:50",9246,1383,153,4727,34,Card,2,480,Paid,8,5,2025,66,12,3
1307,"2025-05-25 02:15:15","2025-05-25 03:28:15",5811,1671,291,577,30,Wallet,5,1228,Paid,25,5,2025,73,2,6
1308,"2024-12-16 22:43:06","2024-12-16 23:11:06",13707,1378,254,4048,0,Wallet,5,1300,Complimentary,16,12,2024,28,22,0
1309,"2024-10-27 15:14:31","2024-10-27 16:36:31",14796,1331,276,3743,51,UPI,4,1023,Paid,27,10,2024,82,15,6
1310,"2025-03-04 02:36:17","2025-03-04 04:02:17",14089,1694,179,3192,50,Cash,4,888,Paid,4,3,2025,86,2,1
1311,"2024-11-16 22:15:22","2024-11-16 22:56:22",19165,1887,234,2190,43,UPI,2,481,Paid,16,11,2024,41,22,5
1312,"2024-08-26 00:47:02","2024-08-26 01:13:02",9346,1853,239,1104,32,Cash,5,935,Paid,26,8,2024,26,0,0
1313,"2024-07-08 19:52:32","2024-07-08 20:33:32",2061,1069,162,1103,45,Wallet,5,1230,Paid,8,7,2024,41,19,0
1314,"2024-10-08 10:09:40","2024-10-08 11:01:40",17579,1969,260,3715,24,Cash,5,1099,Paid,8,10,2024,52,10,1
1315,"2025-05-01 02:51:02","2025-05-01 03:49:02",3284,1637,253,4885,35,Cash,1,230,Paid,1,5,2025,58,2,3
1316,"2025-03-24 00:53:32","2025-03-24 01:15:32",10579,1656,165,1256,46,Cash,2,300,Paid,24,3,2025,22,0,0
1317,"2024-12-02 00:11:00","2024-12-02 01:30:00",10547,1083,90,3330,22,Card,1,264,Paid,2,12,2024,79,0,0
1318,"2024-11-04 14:43:17","2024-11-04 16:02:17",8399,1498,61,2234,24,Wallet,5,1189,Paid,4,11,2024,79,14,0
1319,"2025-05-10 05:20:55","2025-05-10 06:09:55",9815,1804,132,2347,39,Wallet,4,798,Paid,10,5,2025,49,5,5
1320,"2025-04-10 14:05:10","2025-04-10 15:33:10",9464,1359,16,4492,49,Cash,1,246,Paid,10,4,2025,88,14,3
1321,"2024-09-18 22:24:27","2024-09-18 23:15:27",582,1258,216,1270,51,Wallet,2,400,Paid,18,9,2024,51,22,2
1322,"2025-04-26 10:03:00","2025-04-26 10:31:00",10767,1737,92,1923,24,Wallet,3,677,Paid,26,4,2025,28,10,5
1323,"2024-11-08 20:24:26","2024-11-08 21:49:26",15392,1558,66,2734,60,Card,4,761,Paid,8,11,2024,85,20,4
1324,"2025-03-18 05:41:48","2025-03-18 06:52:48",14254,1602,80,1534,42,Card,5,987,Paid,18,3,2025,71,5,1
1325,"2024-12-11 23:28:45","2024-12-12 00:04:45",18380,1977,122,1593,0,Cash,3,766,Complimentary,11,12,2024,36,23,2
1326,"2024-07-05 20:50:46","2024-07-05 21:21:46",4149,1510,243,4628,44,Cash,1,172,Paid,5,7,2024,31,20,4
1327,"2025-06-24 14:05:02","2025-06-24 14:46:02",17410,1202,275,515,27,UPI,2,530,Paid,24,6,2025,41,14,1
1328,"2024-09-09 22:47:51","2024-09-09 23:55:51",604,1731,100,3540,0,Card,4,758,Complimentary,9,9,2024,68,22,0
1329,"2024-07-29 21:31:00","2024-07-29 22:11:00",12309,1126,249,2219,20,Cash,1,194,Paid,29,7,2024,40,21,0
1330,"2025-04-30 05:31:13","2025-04-30 06:24:13",17087,1390,133,2025,41,Cash,4,917,Paid,30,4,2025,53,5,2
1331,"2024-10-06 21:23:43","2024-10-06 22:17:43",1273,1090,176,2166,49,UPI,3,690,Paid,6,10,2024,54,21,6
1332,"2024-12-13 04:39:23","2024-12-13 05:38:23",3433,1573,39,1544,45,Wallet,4,1126,Paid,13,12,2024,59,4,4
1333,"2025-01-08 20:45:05","2025-01-08 21:45:05",15599,2000,247,3928,60,Cash,1,196,Paid,8,1,2025,60,20,2
1334,"2024-11-17 09:19:49","2024-11-17 09:42:49",12680,1346,235,805,36,Wallet,4,888,Paid,17,11,2024,23,9,6
1335,"2025-04-01 00:14:22","2025-04-01 00:34:22",2662,1535,178,1076,36,UPI,1,211,Paid,1,4,2025,20,0,1
1336,"2025-02-03 07:05:02","2025-02-03 08:00:02",19983,1534,236,707,51,Card,2,374,Paid,3,2,2025,55,7,0
1337,"2024-12-04 13:36:39","2024-12-04 14:55:39",9126,1409,18,3212,54,Cash,4,983,Paid,4,12,2024,79,13,2
1338,"2025-03-04 01:58:01","2025-03-04 03:23:01",5300,1816,35,3962,47,Wallet,1,339,Paid,4,3,2025,85,1,1
1339,"2024-08-17 09:47:12","2024-08-17 11:12:12",16562,1383,206,1487,46,Card,4,720,Paid,17,8,2024,85,9,5
1340,"2025-01-01 21:11:06","2025-01-01 22:40:06",11707,1106,80,3243,45,Wallet,2,369,Paid,1,1,2025,89,21,2
1341,"2025-03-28 22:02:33","2025-03-28 22:36:33",16232,1080,118,3889,38,Wallet,4,858,Paid,28,3,2025,34,22,4
1342,"2025-01-05 04:03:50","2025-01-05 04:52:50",5047,1029,228,4314,0,UPI,1,221,Complimentary,5,1,2025,49,4,6
1343,"2024-10-03 04:31:39","2024-10-03 05:47:39",12908,1134,259,3603,29,Card,4,1032,Paid,3,10,2024,76,4,3
1344,"2024-12-25 05:05:38","2024-12-25 06:19:38",14203,1682,195,798,56,Card,1,243,Paid,25,12,2024,74,5,2
1345,"2024-09-28 10:56:18","2024-09-28 12:09:18",14583,1660,166,4128,0,UPI,4,919,Complimentary,28,9,2024,73,10,5
1346,"2025-04-25 17:02:45","2025-04-25 17:28:45",9437,1492,168,3227,22,Wallet,3,687,Paid,25,4,2025,26,17,4
1347,"2024-11-12 17:01:25","2024-11-12 18:28:25",11734,1057,184,4552,47,Cash,4,643,Paid,12,11,2024,87,17,1
1348,"2025-05-25 13:57:08","2025-05-25 15:12:08",17344,1684,216,3079,0,Wallet,3,449,Complimentary,25,5,2025,75,13,6
1349,"2025-03-11 22:32:41","2025-03-11 23:56:41",9116,1741,243,2979,29,Card,4,1050,Paid,11,3,2025,84,22,1
1350,"2025-04-11 16:37:51","2025-04-11 17:07:51",396,1546,149,491,39,Cash,3,562,Paid,11,4,2025,30,16,4
1351,"2025-01-13 20:04:43","2025-01-13 21:18:43",6252,1079,109,794,0,UPI,3,696,Complimentary,13,1,2025,74,20,0
1352,"2025-03-07 14:49:29","2025-03-07 15:59:29",3725,1945,174,2038,35,Wallet,4,978,Paid,7,3,2025,70,14,4
1353,"2025-04-06 22:51:49","2025-04-06 23:41:49",5411,1460,23,78,55,Wallet,2,465,Paid,6,4,2025,50,22,6
1354,"2025-06-12 13:51:17","2025-06-12 15:15:17",5042,1239,214,262,46,Wallet,1,216,Paid,12,6,2025,84,13,3
1355,"2024-12-15 16:21:55","2024-12-15 17:44:55",8049,1379,225,564,55,Cash,3,679,Paid,15,12,2024,83,16,6
1356,"2024-12-25 05:09:38","2024-12-25 06:16:38",10608,1613,255,3501,28,Card,1,188,Paid,25,12,2024,67,5,2
1357,"2024-11-05 05:40:42","2024-11-05 06:23:42",10244,1319,276,4785,32,Cash,1,322,Paid,5,11,2024,43,5,1
1358,"2025-04-14 18:57:45","2025-04-14 20:26:45",4703,1532,230,1508,52,Cash,4,679,Paid,14,4,2025,89,18,0
1359,"2024-12-14 14:54:54","2024-12-14 15:32:54",18507,1483,84,3702,60,Wallet,1,202,Paid,14,12,2024,38,14,5
1360,"2024-12-01 18:01:47","2024-12-01 18:59:47",19479,1352,76,2241,38,Wallet,4,843,Paid,1,12,2024,58,18,6
1361,"2024-07-22 23:05:52","2024-07-22 23:30:52",14746,1159,60,3049,40,Wallet,4,764,Paid,22,7,2024,25,23,0
1362,"2024-07-24 01:09:30","2024-07-24 01:47:30",19272,1895,6,2642,25,UPI,2,547,Paid,24,7,2024,38,1,2
1363,"2025-01-29 17:44:23","2025-01-29 18:34:23",19200,1593,68,4686,0,Card,4,904,Complimentary,29,1,2025,50,17,2
1364,"2025-06-08 14:24:23","2025-06-08 15:41:23",11022,1935,57,1491,57,Card,3,793,Paid,8,6,2025,77,14,6
1365,"2025-05-25 01:44:31","2025-05-25 02:11:31",2354,1485,154,4879,32,Wallet,1,270,Paid,25,5,2025,27,1,6
1366,"2025-02-20 14:28:40","2025-02-20 15:32:40",15472,1593,223,3193,33,Card,5,915,Paid,20,2,2025,64,14,3
1367,"2025-01-14 07:12:09","2025-01-14 08:19:09",12763,1073,224,490,46,UPI,1,205,Paid,14,1,2025,67,7,1
1368,"2024-09-24 22:04:40","2024-09-24 22:31:40",8980,1270,62,3633,47,Cash,4,967,Paid,24,9,2024,27,22,1
1369,"2024-11-04 19:45:29","2024-11-04 20:05:29",3800,1298,99,1828,52,Wallet,4,1022,Paid,4,11,2024,20,19,0
1370,"2025-04-07 07:22:29","2025-04-07 08:42:29",14019,1129,139,2783,59,Card,2,374,Paid,7,4,2025,80,7,0
1371,"2025-06-21 23:47:08","2025-06-22 00:40:08",6967,1791,116,1608,0,UPI,2,446,Complimentary,21,6,2025,53,23,5
1372,"2024-09-22 20:46:54","2024-09-22 22:08:54",6933,1636,253,3112,0,Card,3,639,Complimentary,22,9,2024,82,20,6
1373,"2024-09-18 14:39:05","2024-09-18 15:48:05",8581,1708,240,323,23,UPI,4,762,Paid,18,9,2024,69,14,2
1374,"2025-02-11 05:03:33","2025-02-11 05:27:33",1332,1452,77,1162,31,UPI,2,386,Paid,11,2,2025,24,5,1
1375,"2024-11-18 20:00:02","2024-11-18 20:47:02",763,1105,124,1659,0,Card,1,246,Complimentary,18,11,2024,47,20,0
1376,"2024-09-03 07:39:54","2024-09-03 08:30:54",18223,1373,217,3427,51,Wallet,1,195,Paid,3,9,2024,51,7,1
1377,"2025-04-17 09:49:45","2025-04-17 11:18:45",16907,1575,197,2507,52,Wallet,5,1330,Paid,17,4,2025,89,9,3
1378,"2024-08-15 07:01:26","2024-08-15 08:13:26",18674,1379,208,2426,0,UPI,3,561,Complimentary,15,8,2024,72,7,3
1379,"2024-10-17 22:20:10","2024-10-17 22:58:10",3479,1085,277,573,21,Wallet,1,196,Paid,17,10,2024,38,22,3
1380,"2025-03-03 23:12:27","2025-03-04 00:02:27",7393,1475,35,3962,29,Card,2,572,Paid,3,3,2025,50,23,0
1381,"2025-05-17 07:18:15","2025-05-17 08:43:15",1005,1171,250,4004,27,Wallet,2,347,Paid,17,5,2025,85,7,5
1382,"2025-04-25 15:45:38","2025-04-25 16:20:38",10679,1537,78,1686,20,Wallet,2,378,Paid,25,4,2025,35,15,4
1383,"2024-12-03 13:37:03","2024-12-03 15:01:03",15220,1893,213,4678,0,Card,3,785,Complimentary,3,12,2024,84,13,1
1384,"2024-10-04 15:10:14","2024-10-04 16:30:14",10721,1027,237,4339,43,Wallet,3,643,Paid,4,10,2024,80,15,4
1385,"2025-05-22 01:20:08","2025-05-22 02:08:08",10835,1988,77,1298,31,Wallet,2,386,Paid,22,5,2025,48,1,3
1386,"2025-04-08 10:11:32","2025-04-08 11:08:32",603,1203,295,3082,27,Cash,4,1048,Paid,8,4,2025,57,10,1
1387,"2025-06-19 17:57:35","2025-06-19 18:53:35",15388,1918,286,3116,46,Wallet,1,258,Paid,19,6,2025,56,17,3
1388,"2024-08-13 19:46:00","2024-08-13 20:51:00",9503,1715,5,3168,56,Wallet,3,640,Paid,13,8,2024,65,19,1
1389,"2025-05-09 19:07:00","2025-05-09 19:52:00",9041,1745,102,2823,33,Cash,4,1137,Paid,9,5,2025,45,19,4
1390,"2025-02-26 12:38:00","2025-02-26 13:48:00",19314,1815,270,328,44,Cash,4,824,Paid,26,2,2025,70,12,2
1391,"2024-10-29 13:53:17","2024-10-29 14:41:17",6130,1372,214,881,60,Wallet,4,776,Paid,29,10,2024,48,13,1
1392,"2024-12-28 22:27:12","2024-12-28 23:21:12",15631,1964,89,1579,34,Wallet,2,365,Paid,28,12,2024,54,22,5
1393,"2025-02-09 12:53:15","2025-02-09 14:05:15",17217,1403,90,919,56,Wallet,5,954,Paid,9,2,2025,72,12,6
1394,"2024-08-22 16:56:29","2024-08-22 17:26:29",11969,1212,33,3550,0,Wallet,5,1034,Complimentary,22,8,2024,30,16,3
1395,"2025-05-12 21:44:24","2025-05-12 22:54:24",19487,1050,264,4229,59,Cash,4,1107,Paid,12,5,2025,70,21,0
1396,"2025-04-07 16:00:46","2025-04-07 16:26:46",4376,1624,55,1841,29,UPI,3,589,Paid,7,4,2025,26,16,0
1397,"2025-02-14 18:10:18","2025-02-14 19:22:18",19436,1981,146,4556,60,Card,3,679,Paid,14,2,2025,72,18,4
1398,"2025-05-30 02:00:24","2025-05-30 03:23:24",2769,1974,16,321,33,Card,3,719,Paid,30,5,2025,83,2,4
1399,"2024-10-22 22:48:05","2024-10-23 00:18:05",14827,1962,36,4086,28,Cash,4,905,Paid,22,10,2024,90,22,1
1400,"2025-01-18 19:24:19","2025-01-18 20:23:19",13614,1546,46,4238,58,Cash,4,831,Paid,18,1,2025,59,19,5
1401,"2025-03-04 09:50:55","2025-03-04 10:11:55",7574,1799,47,2891,24,Card,5,1081,Paid,4,3,2025,21,9,1
1402,"2024-10-26 06:17:28","2024-10-26 07:25:28",17948,1141,211,4444,38,UPI,1,188,Paid,26,10,2024,68,6,5
1403,"2025-01-10 10:42:27","2025-01-10 12:07:27",19906,1671,103,2705,39,Cash,4,867,Paid,10,1,2025,85,10,4
1404,"2025-06-15 20:11:54","2025-06-15 20:35:54",13867,1297,289,3791,0,Wallet,2,385,Complimentary,15,6,2025,24,20,6
1405,"2024-07-03 16:16:35","2024-07-03 16:42:35",3449,1343,278,2780,54,Card,3,622,Paid,3,7,2024,26,16,2
1406,"2024-07-14 12:52:24","2024-07-14 13:12:24",19919,1003,87,4953,53,Wallet,4,979,Paid,14,7,2024,20,12,6
1407,"2025-03-04 05:00:47","2025-03-04 06:14:47",7266,1439,285,2439,0,UPI,4,1138,Complimentary,4,3,2025,74,5,1
1408,"2024-11-03 10:22:28","2024-11-03 11:27:28",12003,1053,276,3435,60,Wallet,2,355,Paid,3,11,2024,65,10,6
1409,"2025-04-01 02:05:14","2025-04-01 02:33:14",16586,1416,160,890,44,Card,3,728,Paid,1,4,2025,28,2,1
1410,"2025-05-27 13:27:43","2025-05-27 14:02:43",13000,1176,194,3680,0,UPI,3,823,Complimentary,27,5,2025,35,13,1
1411,"2025-05-16 14:54:50","2025-05-16 15:18:50",16127,1569,61,4563,49,Wallet,5,1135,Paid,16,5,2025,24,14,4
1412,"2024-09-01 08:27:46","2024-09-01 08:52:46",133,1780,79,2866,0,UPI,5,1143,Complimentary,1,9,2024,25,8,6
1413,"2025-06-11 14:26:31","2025-06-11 14:59:31",18440,1028,289,2889,0,Wallet,2,511,Complimentary,11,6,2025,33,14,2
1414,"2024-12-24 02:32:28","2024-12-24 03:36:28",17632,1808,63,2910,0,Cash,4,822,Complimentary,24,12,2024,64,2,1
1415,"2024-12-11 19:05:07","2024-12-11 19:54:07",2720,1690,101,4453,0,Cash,2,512,Complimentary,11,12,2024,49,19,2
1416,"2025-02-01 04:02:51","2025-02-01 05:23:51",9950,1095,267,4451,53,Cash,1,329,Paid,1,2,2025,81,4,5
1417,"2025-05-05 17:17:07","2025-05-05 18:30:07",10899,1677,40,3698,0,Cash,2,353,Complimentary,5,5,2025,73,17,0
1418,"2025-05-13 21:31:18","2025-05-13 23:00:18",5059,1088,206,2058,50,Cash,1,147,Paid,13,5,2025,89,21,1
1419,"2025-05-26 10:33:06","2025-05-26 11:40:06",19850,1433,277,2452,58,UPI,1,142,Paid,26,5,2025,67,10,0
1420,"2024-11-03 19:17:46","2024-11-03 20:24:46",17008,1026,32,755,24,UPI,1,233,Paid,3,11,2024,67,19,6
1421,"2024-10-02 08:07:11","2024-10-02 09:10:11",10848,1079,99,3434,33,UPI,1,212,Paid,2,10,2024,63,8,2
1422,"2024-11-28 05:24:03","2024-11-28 06:42:03",15863,1477,161,3531,0,UPI,1,208,Complimentary,28,11,2024,78,5,3
1423,"2024-12-22 07:57:17","2024-12-22 08:20:17",8084,1919,129,3982,27,Wallet,3,518,Paid,22,12,2024,23,7,6
1424,"2025-04-25 12:53:40","2025-04-25 13:59:40",3744,1850,200,4489,35,Card,2,449,Paid,25,4,2025,66,12,4
1425,"2024-07-10 21:44:19","2024-07-10 22:20:19",13149,1789,183,2787,56,Card,2,387,Paid,10,7,2024,36,21,2
1426,"2024-09-18 20:10:53","2024-09-18 21:23:53",18377,1332,294,1360,54,Wallet,4,963,Paid,18,9,2024,73,20,2
1427,"2024-09-10 02:55:08","2024-09-10 03:51:08",9364,1931,105,141,55,UPI,3,710,Paid,10,9,2024,56,2,1
1428,"2024-11-30 10:24:52","2024-11-30 10:44:52",18587,1590,57,4916,0,UPI,5,1085,Complimentary,30,11,2024,20,10,5
1429,"2025-04-14 03:24:08","2025-04-14 04:15:08",783,1867,94,4256,42,Cash,1,327,Paid,14,4,2025,51,3,0
1430,"2025-06-09 00:55:53","2025-06-09 01:51:53",14759,1686,204,2560,41,Cash,5,1236,Paid,9,6,2025,56,0,0
1431,"2024-08-09 18:22:44","2024-08-09 19:51:44",62,2000,22,871,0,Cash,2,436,Complimentary,9,8,2024,89,18,4
1432,"2025-04-17 07:06:41","2025-04-17 07:31:41",6854,1642,2,3726,52,Wallet,4,855,Paid,17,4,2025,25,7,3
1433,"2024-08-25 03:22:19","2024-08-25 04:49:19",14922,1943,141,811,45,Card,5,1283,Paid,25,8,2024,87,3,6
1434,"2024-07-18 00:13:47","2024-07-18 01:12:47",8323,1529,266,2273,44,Card,5,966,Paid,18,7,2024,59,0,3
1435,"2024-10-09 02:40:22","2024-10-09 03:15:22",1171,1759,216,1016,28,Cash,3,649,Paid,9,10,2024,35,2,2
1436,"2025-01-09 07:47:50","2025-01-09 08:49:50",11995,1385,146,3720,0,Cash,2,533,Complimentary,9,1,2025,62,7,3
1437,"2024-07-29 04:55:14","2024-07-29 05:28:14",13290,1902,105,1457,26,UPI,3,747,Paid,29,7,2024,33,4,0
1438,"2024-09-23 07:22:15","2024-09-23 08:27:15",11086,1637,214,642,20,UPI,5,896,Paid,23,9,2024,65,7,0
1439,"2025-04-02 22:29:40","2025-04-02 23:54:40",18908,1857,75,4843,54,Wallet,4,784,Paid,2,4,2025,85,22,2
1440,"2025-01-06 17:36:06","2025-01-06 18:28:06",17346,1929,277,3895,42,Wallet,2,366,Paid,6,1,2025,52,17,0
1441,"2025-04-25 13:27:40","2025-04-25 14:12:40",18904,1083,53,4241,59,Wallet,2,459,Paid,25,4,2025,45,13,4
1442,"2025-03-09 19:33:55","2025-03-09 20:52:55",3167,1273,60,2304,0,Wallet,5,1277,Complimentary,9,3,2025,79,19,6
1443,"2024-10-27 15:25:57","2024-10-27 16:09:57",1911,1374,255,4865,45,Wallet,2,424,Paid,27,10,2024,44,15,6
1444,"2025-01-20 07:39:08","2025-01-20 08:22:08",16877,1496,56,4212,34,Card,4,955,Paid,20,1,2025,43,7,0
1445,"2024-07-21 23:34:26","2024-07-22 00:34:26",18412,1384,152,447,27,Wallet,4,1061,Paid,21,7,2024,60,23,6
1446,"2024-09-06 01:25:17","2024-09-06 02:11:17",19666,1758,108,3165,43,UPI,3,704,Paid,6,9,2024,46,1,4
1447,"2025-03-31 19:33:11","2025-03-31 20:03:11",5001,1724,38,4640,48,UPI,1,246,Paid,31,3,2025,30,19,0
1448,"2024-07-09 22:06:42","2024-07-09 22:30:42",19068,1496,98,2479,32,Card,1,169,Paid,9,7,2024,24,22,1
1449,"2025-06-09 04:02:32","2025-06-09 05:17:32",19658,1939,45,3016,0,Card,4,942,Complimentary,9,6,2025,75,4,0
1450,"2024-09-09 22:14:46","2024-09-09 23:02:46",10056,1811,231,3745,48,Card,1,227,Paid,9,9,2024,48,22,0
1451,"2024-12-29 06:39:24","2024-12-29 06:59:24",4869,1416,103,955,0,Cash,4,779,Complimentary,29,12,2024,20,6,6
1452,"2024-12-19 17:00:19","2024-12-19 18:30:19",119,1004,148,4758,44,Cash,2,444,Paid,19,12,2024,90,17,3
1453,"2024-11-13 21:12:28","2024-11-13 21:58:28",5480,1276,17,2062,53,Wallet,5,1250,Paid,13,11,2024,46,21,2
1454,"2024-08-09 21:41:01","2024-08-09 22:52:01",4858,1339,172,1477,42,UPI,5,1099,Paid,9,8,2024,71,21,4
1455,"2025-05-13 14:50:27","2025-05-13 15:28:27",11231,1630,16,1206,30,Wallet,5,1043,Paid,13,5,2025,38,14,1
1456,"2025-06-21 13:19:21","2025-06-21 14:30:21",12279,1373,58,1452,52,Wallet,5,905,Paid,21,6,2025,71,13,5
1457,"2025-01-30 02:22:47","2025-01-30 02:52:47",10164,1874,226,1500,0,Card,1,279,Complimentary,30,1,2025,30,2,3
1458,"2024-10-03 13:48:15","2024-10-03 14:40:15",17109,1209,57,4660,0,UPI,2,366,Complimentary,3,10,2024,52,13,3
1459,"2025-03-18 22:45:43","2025-03-18 23:44:43",19664,1424,103,924,22,UPI,2,562,Paid,18,3,2025,59,22,1
1460,"2025-03-28 04:57:35","2025-03-28 06:11:35",5647,1385,143,3922,36,Cash,5,1104,Paid,28,3,2025,74,4,4
1461,"2024-11-09 19:03:22","2024-11-09 19:57:22",13885,1572,105,1457,0,Wallet,4,979,Complimentary,9,11,2024,54,19,5
1462,"2025-04-10 00:05:53","2025-04-10 01:09:53",11619,1118,11,294,53,Cash,1,261,Paid,10,4,2025,64,0,3
1463,"2025-06-06 20:55:50","2025-06-06 21:41:50",9042,1402,176,423,34,Cash,1,200,Paid,6,6,2025,46,20,4
1464,"2025-06-26 03:14:09","2025-06-26 03:49:09",10604,1142,266,1011,23,Card,2,448,Paid,26,6,2025,35,3,3
1465,"2024-07-29 14:22:02","2024-07-29 15:34:02",4154,1577,236,3265,34,Cash,3,666,Paid,29,7,2024,72,14,0
1466,"2024-07-08 17:46:00","2024-07-08 19:01:00",15756,1269,278,4032,42,Card,3,741,Paid,8,7,2024,75,17,0
1467,"2025-04-15 17:48:39","2025-04-15 19:07:39",6478,1928,96,2540,27,UPI,3,774,Paid,15,4,2025,79,17,1
1468,"2024-12-09 22:17:17","2024-12-09 23:02:17",13035,1593,270,2834,21,UPI,5,1075,Paid,9,12,2024,45,22,0
1469,"2025-05-14 19:12:07","2025-05-14 20:14:07",968,1198,247,3786,0,UPI,2,296,Complimentary,14,5,2025,62,19,2
1470,"2024-07-09 01:08:32","2024-07-09 01:34:32",19949,1176,284,2369,48,UPI,2,451,Paid,9,7,2024,26,1,1
1471,"2024-09-25 10:18:12","2024-09-25 11:15:12",14843,1771,11,298,40,Cash,2,302,Paid,25,9,2024,57,10,2
1472,"2024-11-05 16:12:21","2024-11-05 17:21:21",418,1199,127,531,27,Cash,1,281,Paid,5,11,2024,69,16,1
1473,"2025-02-15 13:09:12","2025-02-15 13:44:12",9099,1950,118,3889,57,Cash,3,488,Paid,15,2,2025,35,13,5
1474,"2024-07-28 12:06:55","2024-07-28 12:30:55",14079,1150,84,4716,53,Wallet,1,238,Paid,28,7,2024,24,12,6
1475,"2024-12-08 20:05:11","2024-12-08 20:57:11",1781,1425,208,2426,29,Wallet,4,881,Paid,8,12,2024,52,20,6
1476,"2024-08-04 20:01:34","2024-08-04 20:36:34",1706,1826,252,44,25,Wallet,1,267,Paid,4,8,2024,35,20,6
1477,"2024-09-26 12:40:25","2024-09-26 13:09:25",677,1329,211,297,46,Card,1,222,Paid,26,9,2024,29,12,3
1478,"2024-07-01 17:59:06","2024-07-01 19:26:06",13228,1202,147,2818,56,UPI,3,489,Paid,1,7,2024,87,17,0
1479,"2024-11-08 07:28:23","2024-11-08 08:19:23",19411,1372,248,4056,60,UPI,3,704,Paid,8,11,2024,51,7,4
1480,"2024-12-31 17:47:06","2024-12-31 18:14:06",5920,1523,266,2273,23,UPI,5,1205,Paid,31,12,2024,27,17,1
1481,"2024-12-27 03:59:16","2024-12-27 05:14:16",9533,1512,272,3573,56,Card,1,115,Paid,27,12,2024,75,3,4
1482,"2025-05-27 19:01:18","2025-05-27 19:58:18",15776,1252,97,2736,47,Wallet,1,166,Paid,27,5,2025,57,19,1
1483,"2025-01-03 08:08:44","2025-01-03 09:19:44",2073,1837,150,1085,40,UPI,3,624,Paid,3,1,2025,71,8,4
1484,"2024-12-24 16:03:32","2024-12-24 17:05:32",18350,1934,183,4377,42,Cash,3,627,Paid,24,12,2024,62,16,1
1485,"2024-09-20 00:50:47","2024-09-20 01:52:47",1573,1950,39,202,39,Card,3,603,Paid,20,9,2024,62,0,4
1486,"2025-04-30 11:30:47","2025-04-30 12:42:47",10895,1551,76,4633,0,Wallet,3,769,Complimentary,30,4,2025,72,11,2
1487,"2025-06-22 01:12:14","2025-06-22 01:43:14",13608,1826,162,4627,57,UPI,5,1339,Paid,22,6,2025,31,1,6
